signature_id	species	function_label	perturbation_genes	split_group	split	assay_type	source	source_condition	cell_count	cardinality	original_partition	original_oof_fold	component_genes	mapping_status	label_policy	primary_label_score	candidate_label_count	benchmark_eligible	masked_perturbation_features
NORMAN::FOXA3+FOXF1	human	GO:0006355	FOXA3+FOXF1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXA3+FOXF1	146	2	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.5829911949880806	4	true	2
NORMAN::FOXA3+FOXL2	human	GO:0006355	FOXA3+FOXL2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXA3+FOXL2	113	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.5829911949880806	5	true	2
NORMAN::FOXA3+HOXB9	human	GO:0006355	FOXA3+HOXB9	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXA3+HOXB9	301	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.2913875538060657	5	true	2
NORMAN::FOXF1	human	GO:0006355	FOXF1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXF1+ctrl|ctrl+FOXF1	715	1	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.666306521040085	2	true	1
NORMAN::FOXF1+FOXL2	human	GO:0006355	FOXF1+FOXL2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXF1+FOXL2	173	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.666306521040085	5	true	2
NORMAN::FOXF1+HOXB9	human	GO:0006355	FOXF1+HOXB9	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXF1+HOXB9	173	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.37470287985807	3	true	2
NORMAN::FOXL2	human	GO:0012501	FOXL2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXL2+ctrl|ctrl+FOXL2	544	1	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.1474400504582403	5	true	1
NORMAN::FOXL2+HOXB9	human	GO:0006355	FOXL2+HOXB9	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXL2+HOXB9	87	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.37470287985807	6	true	2
NORMAN::FOXL2+MEIS1	human	GO:0006355	FOXL2+MEIS1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	FOXL2+MEIS1	177	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.3205479179242672	5	true	2
NORMAN::FOXL2+POU3F2	human	GO:0006355	FOXL2+POU3F2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	POU3F2+FOXL2	286	2	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.37470287985807	5	true	2
NORMAN::FOXL2+ZNF318	human	GO:0006355	FOXL2+ZNF318	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ZNF318+FOXL2	197	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.37470287985807	5	true	2
NORMAN::FOXO4	human	GO:0030154	FOXO4	PGC_a01a9a86ce80	train	CRISPRa	Norman_CRISPRa	FOXO4+ctrl	189	1	final_test	-1	FOXO4	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.99465309286611	3	true	1
NORMAN::GLB1L2	human	GO:0005975	GLB1L2	PGC_e6e798543561	test	CRISPRa	Norman_CRISPRa	GLB1L2+ctrl	378	1	development	1	GLB1L2	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.3717405908550566	1	true	1
NORMAN::HES7	human	GO:0006355	HES7	PGC_7c3d654d96c2	train	CRISPRa	Norman_CRISPRa	HES7+ctrl	122	1	development	2	HES7	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.9747893148084497	2	true	1
NORMAN::HK2	human	GO:0007005	HK2	PGC_9f5e04bdfcfc	train	CRISPRa	Norman_CRISPRa	HK2+ctrl	249	1	development	3	HK2	primary_go_audit_label	primary_go_weight_x_two_species_ic	3.196395696100248	6	true	1
NORMAN::HNF4A	human	GO:0042060	HNF4A	PGC_bb4be43d265c	train	CRISPRa	Norman_CRISPRa	HNF4A+ctrl	202	1	final_test	-1	HNF4A	primary_go_audit_label	primary_go_weight_x_two_species_ic	4.025660945387081	4	true	1
NORMAN::HOXA13	human	GO:0048856	HOXA13	PGC_b462a86313a6	test	CRISPRa	Norman_CRISPRa	HOXA13+ctrl	230	1	development	0	HOXA13	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.194328134678189	3	true	1
NORMAN::HOXB9	human	GO:0006355	HOXB9	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	HOXB9+ctrl|ctrl+HOXB9	612	1	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.0830992386760552	3	true	1
NORMAN::HOXC13	human	GO:0006355	HOXC13	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	HOXC13+ctrl|ctrl+HOXC13	343	1	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.666306521040085	2	true	1
NORMAN::IGDCC3	human	GO:0007155	IGDCC3	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	IGDCC3+ctrl|ctrl+IGDCC3	507	1	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.0074290977271283	1	true	1
NORMAN::IGDCC3+MAPK1	human	GO:0012501	IGDCC3+MAPK1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	IGDCC3+MAPK1	293	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.3092150894426096	7	true	2
NORMAN::IGDCC3+PRTG	human	GO:0007155	IGDCC3+PRTG	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	IGDCC3+PRTG	108	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.0074290977271283	1	true	2
NORMAN::IGDCC3+TGFBR2	human	GO:0007155	IGDCC3+TGFBR2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	TGFBR2+IGDCC3	262	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.9070576428407717	5	true	2
NORMAN::IGDCC3+ZBTB25	human	GO:0007155	IGDCC3+ZBTB25	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	IGDCC3+ZBTB25	99	2	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.0037145488635641	2	true	2
NORMAN::IKZF3	human	GO:0006355	IKZF3	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	IKZF3+ctrl|ctrl+IKZF3	583	1	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.333045216832068	3	true	1
NORMAN::IKZF3+MAP2K3	human	GO:0006355	IKZF3+MAP2K3	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	MAP2K3+IKZF3	220	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.4996758689360763	4	true	2
NORMAN::IKZF3+MAP2K6	human	GO:0048856	IKZF3+MAP2K6	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	MAP2K6+IKZF3	251	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.832297418853863	4	true	2
NORMAN::IKZF3+MAPK1	human	GO:0012501	IKZF3+MAPK1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	MAPK1+IKZF3	264	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.3092150894426096	6	true	2
NORMAN::IRF1	human	GO:0012501	IRF1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	IRF1+ctrl	331	1	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	3.2730377236065245	3	true	1
NORMAN::IRF1+SET	human	GO:0012501	IRF1+SET	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	IRF1+SET	367	2	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.5938823959581705	7	true	2
NORMAN::ISL2	human	GO:0030154	ISL2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ISL2+ctrl|ctrl+ISL2	485	1	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.436150226863599	3	true	1
NORMAN::JUN	human	GO:0006355	JUN	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	JUN+ctrl	235	1	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.666306521040085	2	true	1
NORMAN::KIF18B	human	GO:0000278	KIF18B	PGC_91edece0b99a	train	CRISPRa	Norman_CRISPRa	KIF18B+ctrl	212	1	development	0	KIF18B;KIF2C	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.7728814194466125	5	true	1
NORMAN::KIF18B+KIF2C	human	GO:0140014	KIF18B+KIF2C	PGC_91edece0b99a	train	CRISPRa	Norman_CRISPRa	KIF18B+KIF2C	83	2	development	1	KIF18B;KIF2C	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.8502982464368456	6	true	2
NORMAN::KIF2C	human	GO:0140014	KIF2C	PGC_91edece0b99a	train	CRISPRa	Norman_CRISPRa	KIF2C+ctrl|ctrl+KIF2C	518	1	final_test	-1	KIF18B;KIF2C	primary_go_audit_label	primary_go_weight_x_two_species_ic	3.454906965377995	6	true	1
NORMAN::KLF1	human	GO:0030163	KLF1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	KLF1+ctrl|ctrl+KLF1	1641	1	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.2868829411895386	5	true	1
