yeast_systematic	yeast_common	yeast_uniprot	yeast_omaid	human_symbol	human_uniprot	human_omaid	ortholog_type	score	distance	is_main_isoform_pair	source
YMR121C	RPL15B	P54780	YEAST05055	RPL15	P61313	HUMAN68890	m:1	1463.5999755859375	34.56760025024414	yes	OMA All.May2026 (API)
YNR017W	TIM23	P32897	YEAST05058	TIMM23	O14925	HUMAN00997	1:1	205.77999877929688	175.0	yes	OMA All.May2026 (API)
YNL331C	AAD14	P42884	YEAST05067	KCNAB3	O43448	HUMAN31585	m:n	217.2100067138672	176.0	yes	OMA All.May2026 (API)
YNL331C	AAD14	P42884	YEAST05067	KCNAB2	Q13303	HUMAN47118	m:n	235.35000610351562	174.0	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN11373	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN51832	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN83370	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN83389	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN83401	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN83414	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN83420	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN83507	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN83508	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YBR009C	HHF1; HHF2	P02309	YEAST05068	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	P62805	HUMAN83517	m:n	1074.719970703125	8.283699989318848	yes	OMA All.May2026 (API)
YNL297C	MON2	P48563	YEAST05069	MON2	A0A286YFF8	HUMAN13939	1:1	506.7900085449219	176.0	yes	OMA All.May2026 (API)
YNL102W	POL1	P13382	YEAST05070	POLA1	A6NMQ1	HUMAN100076	1:1	2362.889892578125	121.0	yes	OMA All.May2026 (API)
YNR001C	CIT1	P00890	YEAST05077	CS	O75390	HUMAN13481	m:1	2584.659912109375	48.0	yes	OMA All.May2026 (API)
YNL284C	MRPL10	P36520	YEAST05084	MRPL15	Q9P015	HUMAN93880	1:1	314.0	133.0	yes	OMA All.May2026 (API)
YNL121C	TOM70	P07213	YEAST05088	TOMM70	O94826	HUMAN71238	m:1	485.4200134277344	160.0	yes	OMA All.May2026 (API)
YNR036C	MRPS12	P53732	YEAST05092	MRPS12	O15235	HUMAN43326	1:1	437.9100036621094	61.0	yes	OMA All.May2026 (API)
YNR041C	COQ2	P32378	YEAST05101	COQ2	Q96H96	HUMAN76252	1:1	901.9500122070312	91.0	yes	OMA All.May2026 (API)
YOL120C	RPL18A	P0CX49	YEAST05103	RPL18	Q07020	HUMAN44830	m:1	854.4500122070312	57.0	yes	OMA All.May2026 (API)
YNL263C	YIF1	P53845	YEAST05104	YIF1B	Q5BJH7	HUMAN43176	1:1	322.510009765625	149.0	yes	OMA All.May2026 (API)
YNL059C	ARP5	P53946	YEAST05105	ACTR5	Q9H9F9	HUMAN56977	1:1	689.2000122070312	120.0	yes	OMA All.May2026 (API)
YNL044W	YIP3	P53633	YEAST05107	RABAC1	Q9UI14	HUMAN43851	1:1	183.27999877929688	170.0	yes	OMA All.May2026 (API)
YNL067W	RPL9B	P51401	YEAST05109	RPL9; RPL9P7; RPL9P8; RPL9P9	P32969	HUMAN75266	m:1	731.4199829101562	70.0	yes	OMA All.May2026 (API)
YNL162W	RPL42A	P0CX27	YEAST05114	RPL36A-HNRNPH2	H7BZ11	HUMAN101540	m:n	765.6300048828125	27.746999740600586	yes	OMA All.May2026 (API)
YNL162W	RPL42A	P0CX27	YEAST05114	RPL36AL	Q969Q0	HUMAN19256	m:n	800.469970703125	29.638200759887695	yes	OMA All.May2026 (API)
YNL162W	RPL42A	P0CX27	YEAST05114	RPL36A	P83881	HUMAN101536	m:n	810.4500122070312	28.36359977722168	yes	OMA All.May2026 (API)
YNL248C	RPA49	Q01080	YEAST05118	POLR1E	Q9GZS1	HUMAN97043	1:1	267.0299987792969	181.0	yes	OMA All.May2026 (API)
YNR064C		P53750	YEAST05125	ABHD6	Q9BV23	HUMAN70726	1:1	208.9600067138672	201.0	yes	OMA All.May2026 (API)
YNL003C	PET8	P38921	YEAST05129	SLC25A26	Q70HW3	HUMAN70873	1:1	919.4600219726562	77.0	yes	OMA All.May2026 (API)
YNL048W	ALG11	P53954	YEAST05131	ALG11	Q2TAA5	HUMAN17181	1:1	1010.780029296875	100.0	yes	OMA All.May2026 (API)
YNL072W	RNH201	P53942	YEAST05132	RNASEH2A	O75792	HUMAN41156	1:1	659.6900024414062	91.0	yes	OMA All.May2026 (API)
YNR032W	PPG1	P32838	YEAST05135	PPP6C	O00743	HUMAN98407	m:n	1335.4599609375	60.0	yes	OMA All.May2026 (API)
YNR032W	PPG1	P32838	YEAST05135	PPP4C	P60510	HUMAN27757	m:n	1582.1400146484375	53.0	yes	OMA All.May2026 (API)
YNL055C	POR1	P04840	YEAST05141	VDAC2	P45880	HUMAN01791	m:n	356.94000244140625	165.0	yes	OMA All.May2026 (API)
YNL055C	POR1	P04840	YEAST05141	VDAC1	P21796	HUMAN80750	m:n	375.79998779296875	161.0	yes	OMA All.May2026 (API)
YNL055C	POR1	P04840	YEAST05141	VDAC3	Q9Y277	HUMAN93675	m:n	405.2900085449219	151.0	yes	OMA All.May2026 (API)
YNL025C	SSN8	P47821	YEAST05154	CCNC	P24863	HUMAN85843	1:1	472.4200134277344	109.0	yes	OMA All.May2026 (API)
YNL313C	EMW1	P42842	YEAST05156	TTC27	Q6P3X3	HUMAN62200	1:1	648.1900024414062	174.0	yes	OMA All.May2026 (API)
YNL001W	DOM34	P33309	YEAST05159	PELO	Q9BRX2	HUMAN79121	1:1	883.8800048828125	111.0	yes	OMA All.May2026 (API)
YNL007C	SIS1	P25294	YEAST05162	DNAJB4	Q9UDY4	HUMAN50499	1:n	781.1799926757812	96.0	yes	OMA All.May2026 (API)
YNL007C	SIS1	P25294	YEAST05162	DNAJB1	P25685	HUMAN41402	1:n	782.4099731445312	103.0	yes	OMA All.May2026 (API)
YNR007C	ATG3	P40344	YEAST05170	ATG3	Q9NT62	HUMAN71500	1:1	636.2999877929688	101.0	yes	OMA All.May2026 (API)
YNL009W	IDP3	P53982	YEAST05177	IDH1	O75874	HUMAN66655	m:n	2189.8701171875	50.0	yes	OMA All.May2026 (API)
YNL009W	IDP3	P53982	YEAST05177	IDH2	P48735	HUMAN25022	m:n	2327.93994140625	43.064701080322266	yes	OMA All.May2026 (API)
YNL024C-A	KSH1	Q8TGJ3	YEAST05178	TMEM167A	Q8TBQ9	HUMAN79915	1:1	396.8500061035156	47.0	yes	OMA All.May2026 (API)
YNL071W	LAT1	P12695	YEAST05184	DLAT	P10515	HUMAN09328	1:1	1442.1600341796875	83.0	yes	OMA All.May2026 (API)
YNL308C	KRI1	P42846	YEAST05186	KRI1	Q8N9T8	HUMAN40693	1:1	529.6199951171875	138.0	yes	OMA All.May2026 (API)
YNL239W	LAP3	Q01532	YEAST05187	BLMH	Q13867	HUMAN32772	1:1	1168.4200439453125	101.0	yes	OMA All.May2026 (API)
YNR071C		P53757	YEAST05189	GALM	Q96C23	HUMAN62333	m:1	398.2200012207031	132.0	yes	OMA All.May2026 (API)
YNL040W		P53960	YEAST05191	AARSD1	Q9BTE6	HUMAN33979	1:n	546.7100219726562	137.0	yes	OMA All.May2026 (API)
YNL305C	BXI1	P48558	YEAST05198	TMBIM4	Q9HC24	HUMAN14071	1:n	277.0799865722656	132.0	yes	OMA All.May2026 (API)
YNL305C	BXI1	P48558	YEAST05198	TMBIM1	Q969X1	HUMAN66882	1:n	298.9599914550781	143.0	yes	OMA All.May2026 (API)
YNR046W	TRM112	P53738	YEAST05203	TRMT112	Q9UI30	HUMAN06887	1:1	229.08999633789062	129.0	yes	OMA All.May2026 (API)
YNL280C	ERG24	P32462	YEAST05205	TM7SF2	O76062	HUMAN07063	1:n	1056.25	99.0	yes	OMA All.May2026 (API)
YNL280C	ERG24	P32462	YEAST05205	LBR	Q14739	HUMAN54912	1:n	1098.4300537109375	102.0	yes	OMA All.May2026 (API)
YNL075W	IMP4	P53941	YEAST05208	IMP4	Q96G21	HUMAN64721	1:1	1146.219970703125	70.0	yes	OMA All.May2026 (API)
YNL261W	ORC5	P50874	YEAST05213	ORC5	O43913	HUMAN90643	1:1	239.02999877929688	187.0	yes	OMA All.May2026 (API)
YNL201C	PSY2	P40164	YEAST05219	PPP4R3C	Q6ZMV5	HUMAN100085	1:n	479.45001220703125	172.0	yes	OMA All.May2026 (API)
YNL201C	PSY2	P40164	YEAST05219	PPP4R3B	Q5MIZ7	HUMAN62768	1:n	607.3099975585938	157.0	yes	OMA All.May2026 (API)
YNL201C	PSY2	P40164	YEAST05219	PPP4R3A	Q6IN85	HUMAN20791	1:n	670.6099853515625	142.0	yes	OMA All.May2026 (API)
YNR034W	SOL1	P50278	YEAST05221	PGLS	O95336	HUMAN41809	m:1	431.69000244140625	123.0	yes	OMA All.May2026 (API)
YNL223W	ATG4	P53867	YEAST05227	ATG4B	Q9Y4P1	HUMAN68089	1:1	399.0799865722656	130.0	yes	OMA All.May2026 (API)
YNR032C-A	HUB1	Q6Q546	YEAST05228	UBL5	Q9BZL1	HUMAN40543	1:1	438.2699890136719	43.064701080322266	yes	OMA All.May2026 (API)
YNR043W	MVD1	P32377	YEAST05232	MVD	P53602	HUMAN30211	1:1	1335.239990234375	64.0	yes	OMA All.May2026 (API)
YNL124W	NAF1	P53919	YEAST05234	NAF1	Q96HR8	HUMAN77976	1:1	363.25	142.0	yes	OMA All.May2026 (API)
YNL312W	RFA2	P26754	YEAST05235	RPA4	Q13156	HUMAN101475	1:n	200.1699981689453	164.0	yes	OMA All.May2026 (API)
YNL312W	RFA2	P26754	YEAST05235	RPA2	P15927	HUMAN48402	1:n	253.33999633789062	137.0	yes	OMA All.May2026 (API)
YNL163C	RIA1	P53893	YEAST05240	EFL1	Q7Z2Z2	HUMAN24720	1:1	2949.929931640625	79.0	yes	OMA All.May2026 (API)
YNL189W	SRP1	Q02821	YEAST05244	KPNA1	P52294	HUMAN71874	1:n	2159.659912109375	64.0	yes	OMA All.May2026 (API)
YNL189W	SRP1	Q02821	YEAST05244	KPNA5	O15131	HUMAN86257	1:n	2183.530029296875	61.0	yes	OMA All.May2026 (API)
YNL189W	SRP1	Q02821	YEAST05244	KPNA6	O60684	HUMAN48595	1:n	2204.050048828125	59.0	yes	OMA All.May2026 (API)
YNL290W	RFC3	P38629	YEAST05245	RFC5	P40937	HUMAN15698	1:1	1379.949951171875	67.0	yes	OMA All.May2026 (API)
YNL250W	RAD50	P12753	YEAST05247	RAD50	Q92878	HUMAN80682	1:n	1871.3599853515625	137.0	yes	OMA All.May2026 (API)
YNL227C	JJJ1	P53863	YEAST05249	DNAJC21	Q5F1R6	HUMAN78811	1:1	883.530029296875	100.0	yes	OMA All.May2026 (API)
YNL218W	MGS1	P40151	YEAST05250	WRNIP1	Q96S55	HUMAN82891	1:1	1390.5	75.0	yes	OMA All.May2026 (API)
YNL004W	HRB1	P38922	YEAST05251	ELAVL2	Q12926	HUMAN96613	m:n	185.8300018310547	195.0	yes	OMA All.May2026 (API)
YNL004W	HRB1	P38922	YEAST05251	ELAVL1	Q15717	HUMAN40338	m:n	224.1300048828125	180.0	yes	OMA All.May2026 (API)
YNR023W	SNF12	P53628	YEAST05252	SMARCD2	Q92925	HUMAN35629	1:n	186.25999450683594	152.0	yes	OMA All.May2026 (API)
YNR023W	SNF12	P53628	YEAST05252	SMARCD1	Q96GM5	HUMAN12596	1:n	211.22000122070312	147.0	yes	OMA All.May2026 (API)
YNR023W	SNF12	P53628	YEAST05252	SMARCD3	Q6STE5	HUMAN92119	1:n	218.50999450683594	147.0	yes	OMA All.May2026 (API)
YNL092W		P53934	YEAST05253	CARNMT1	Q8N4J0	HUMAN97306	1:1	600.4400024414062	118.0	yes	OMA All.May2026 (API)
YNL155W	CUZ1	P53899	YEAST05256	ZFAND1	Q8TCF1	HUMAN94446	1:1	248.66000366210938	184.0	yes	OMA All.May2026 (API)
YNL200C	NNR1	P40165	YEAST05259	NAXE	Q8NCW5	HUMAN52780	1:1	629.9199829101562	95.0	yes	OMA All.May2026 (API)
YNL049C	SFB2	P53953	YEAST05265	SEC24A	O95486	HUMAN80818	m:1	1518.739990234375	114.0	yes	OMA All.May2026 (API)
YBR010W	HHT1; HHT2	P61830	YEAST05267	H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12	P68431	HUMAN83411	m:n	1340.18994140625	10.549200057983398	yes	OMA All.May2026 (API)
YBR010W	HHT1; HHT2	P61830	YEAST05267	H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12	P68431	HUMAN83416	m:n	1340.18994140625	10.549200057983398	yes	OMA All.May2026 (API)
YBR010W	HHT1; HHT2	P61830	YEAST05267	H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12	P68431	HUMAN83516	m:n	1340.18994140625	10.549200057983398	yes	OMA All.May2026 (API)
YBR010W	HHT1; HHT2	P61830	YEAST05267	H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12	P68431	HUMAN83518	m:n	1340.18994140625	10.549200057983398	yes	OMA All.May2026 (API)
YBR010W	HHT1; HHT2	P61830	YEAST05267	H3-3A; H3-3B	P84243	HUMAN36322	m:n	1378.3800048828125	9.044899940490723	yes	OMA All.May2026 (API)
YBR010W	HHT1; HHT2	P61830	YEAST05267	H3-3A; H3-3B	P84243	HUMAN54948	m:n	1378.3800048828125	9.044899940490723	yes	OMA All.May2026 (API)
YNL006W	LST8	P41318	YEAST05270	MLST8	Q9BVC4	HUMAN25868	1:1	1210.5999755859375	75.0	yes	OMA All.May2026 (API)
YNR030W	ALG12	P53730	YEAST05271	ALG12	Q9BV10	HUMAN61132	1:1	757.8200073242188	113.0	yes	OMA All.May2026 (API)
YNL307C	MCK1	P21965	YEAST05279	GSK3A	P49840	HUMAN43898	1:1	1004.5399780273438	91.0	yes	OMA All.May2026 (API)
YNL093W	YPT53	P36019	YEAST05289	RAB5B	P61020	HUMAN13374	m:n	726.989990234375	61.0	yes	OMA All.May2026 (API)
YNL093W	YPT53	P36019	YEAST05289	RAB5C	P51148	HUMAN33779	m:n	755.719970703125	58.0	yes	OMA All.May2026 (API)
YNL093W	YPT53	P36019	YEAST05289	RAB5A	P20339	HUMAN68843	m:n	777.5499877929688	56.0	yes	OMA All.May2026 (API)
YNR047W	FPK1	P53739	YEAST05290	PRP4K	Q13523	HUMAN82969	1:1	183.97000122070312	264.0	yes	OMA All.May2026 (API)
YNL253W	TEX1	P53851	YEAST05299	THOC3	Q96J01	HUMAN82367	1:1	232.11000061035156	190.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A10	O95528	HUMAN57391	m:n	337.5299987792969	171.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A9	Q9NRM0	HUMAN74893	m:n	415.57000732421875	172.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A12	Q8TD20	HUMAN86606	m:n	418.17999267578125	164.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A7	Q6PXP3	HUMAN47322	m:n	432.8399963378906	165.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A6	Q9UGQ3	HUMAN99148	m:n	436.3599853515625	169.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A5	P22732	HUMAN47323	m:n	442.05999755859375	167.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A13	Q96QE2	HUMAN12013	m:n	449.92999267578125	161.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A8	Q9NY64	HUMAN98489	m:n	477.8399963378906	167.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A4	P14672	HUMAN31341	m:n	502.760009765625	153.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A1	P11166	HUMAN49272	m:n	504.8900146484375	167.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A2	P11168	HUMAN73390	m:n	536.8699951171875	151.0	yes	OMA All.May2026 (API)
YNR072W	HXT17	P53631	YEAST05304	SLC2A3	P11169	HUMAN10977	m:n	541.8400268554688	157.0	yes	OMA All.May2026 (API)
YNL262W	POL2	P21951	YEAST05309	POLE	Q07864	HUMAN16357	1:1	6149.1201171875	92.0	yes	OMA All.May2026 (API)
YNL129W	NRK1	P53915	YEAST05311	NMRK1	Q9NWW6	HUMAN97310	1:1	199.82000732421875	133.0	yes	OMA All.May2026 (API)
YNL240C	NAR1	P23503	YEAST05316	CIAO3	Q9H6Q4	HUMAN25556	1:1	640.7100219726562	120.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A10	O95528	HUMAN57391	m:n	225.49000549316406	185.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A12	Q8TD20	HUMAN86606	m:n	295.54998779296875	174.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A13	Q96QE2	HUMAN12013	m:n	385.6099853515625	157.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A7	Q6PXP3	HUMAN47322	m:n	397.54998779296875	183.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A6	Q9UGQ3	HUMAN99148	m:n	417.5899963378906	172.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A8	Q9NY64	HUMAN98489	m:n	426.0299987792969	169.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A9	Q9NRM0	HUMAN74893	m:n	436.95001220703125	180.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A5	P22732	HUMAN47323	m:n	438.9599914550781	177.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A3	P11169	HUMAN10977	m:n	528.97998046875	173.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A1	P11166	HUMAN49272	m:n	544.0900268554688	167.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A4	P14672	HUMAN31341	m:n	557.3699951171875	169.0	yes	OMA All.May2026 (API)
YNL318C	HXT14	P42833	YEAST05317	SLC2A2	P11168	HUMAN73390	m:n	568.1599731445312	162.0	yes	OMA All.May2026 (API)
YNR029C	ZNG1	P53729	YEAST05320	ZNG1F	Q4V339	HUMAN97098	1:n	774.47998046875	103.0	yes	OMA All.May2026 (API)
YNR029C	ZNG1	P53729	YEAST05320	ZNG1E	Q5RIA9	HUMAN97124	1:n	785.7100219726562	102.0	yes	OMA All.May2026 (API)
YNR029C	ZNG1	P53729	YEAST05320	ZNG1C	Q5JTY5	HUMAN97166	1:n	792.3900146484375	101.0	yes	OMA All.May2026 (API)
YNR029C	ZNG1	P53729	YEAST05320	ZNG1B	Q8IUF1	HUMAN64445	1:n	825.5999755859375	99.0	yes	OMA All.May2026 (API)
YNL107W	YAF9	P53930	YEAST05322	YEATS4	O95619	HUMAN14215	1:1	479.6400146484375	105.0	yes	OMA All.May2026 (API)
YNL023C	FAP1	P53971	YEAST05325	NFX1	Q12986	HUMAN96731	1:1	1455.06005859375	134.0	yes	OMA All.May2026 (API)
YNL153C	GIM3	P53900	YEAST05328	PFDN4	Q9NQP4	HUMAN57552	1:1	306.3800048828125	101.0	yes	OMA All.May2026 (API)
YNL088W	TOP2	P06786	YEAST05330	TOP2A	P11388	HUMAN33511	1:n	4317.64990234375	75.0	yes	OMA All.May2026 (API)
YNL088W	TOP2	P06786	YEAST05330	TOP2B	Q02880	HUMAN68927	1:n	4323.1298828125	74.0	yes	OMA All.May2026 (API)
YNL181W	PBR1	P53878	YEAST05335	RDH14	Q9HBH5	HUMAN61643	1:n	267.75	133.0	yes	OMA All.May2026 (API)
YNL181W	PBR1	P53878	YEAST05335	RDH13	Q8NBN7	HUMAN46095	1:n	297.32000732421875	145.0	yes	OMA All.May2026 (API)
YNL064C	YDJ1	P25491	YEAST05337	DNAJA4	Q8WW22	HUMAN24527	1:n	1329.77001953125	78.0	yes	OMA All.May2026 (API)
YNL064C	YDJ1	P25491	YEAST05337	DNAJA1	P31689	HUMAN96716	1:n	1372.1700439453125	82.0	yes	OMA All.May2026 (API)
YNL064C	YDJ1	P25491	YEAST05337	DNAJA2	O60884	HUMAN28103	1:n	1513.3900146484375	73.0	yes	OMA All.May2026 (API)
YNL202W	SPS19	P32573	YEAST05338	DECR2	Q9NUI1	HUMAN25426	1:1	683.530029296875	100.0	yes	OMA All.May2026 (API)
YNL147W	LSM7	P53905	YEAST05340	LSM7	Q9UK45	HUMAN39616	1:1	349.6400146484375	69.0	yes	OMA All.May2026 (API)
YNL168C	FMP41	P53889	YEAST05345	FAHD1	Q6P587	HUMAN25746	1:1	555.3300170898438	88.0	yes	OMA All.May2026 (API)
YNL037C	IDH1	P28834	YEAST05350	IDH3B	O43837	HUMAN55888	1:n	1264.6400146484375	76.0	yes	OMA All.May2026 (API)
YNL037C	IDH1	P28834	YEAST05350	IDH3G	P51553	HUMAN102723	1:n	1357.6600341796875	72.0	yes	OMA All.May2026 (API)
YNL255C	GIS2	P53849	YEAST05355	ZCCHC13	Q8WW36	HUMAN101327	1:n	374.75	126.0	yes	OMA All.May2026 (API)
YNL255C	GIS2	P53849	YEAST05355	CNBP	P62633	HUMAN72180	1:n	475.2699890136719	92.0	yes	OMA All.May2026 (API)
YNL222W	SSU72	P53538	YEAST05368	SSU72L2	A0A1W2PQD8	HUMAN04109	1:n	600.989990234375	82.0	yes	OMA All.May2026 (API)
YNL222W	SSU72	P53538	YEAST05368	SSU72L6	A0A1W2PR75	HUMAN91124	1:n	609.3800048828125	80.0	yes	OMA All.May2026 (API)
YNL222W	SSU72	P53538	YEAST05368	SSU72L3	A0A1W2PQJ5	HUMAN04111	1:n	611.4000244140625	81.0	yes	OMA All.May2026 (API)
YNL222W	SSU72	P53538	YEAST05368	SSU72L5	A0A1W2PQ64	HUMAN04108	1:n	612.5700073242188	81.0	yes	OMA All.May2026 (API)
YNL222W	SSU72	P53538	YEAST05368	SSU72L1	A0A1W2PQ27	HUMAN04112	1:n	613.8099975585938	81.0	yes	OMA All.May2026 (API)
YNL222W	SSU72	P53538	YEAST05368	SSU72L4	A0A1W2PQC6	HUMAN04110	1:n	620.260009765625	80.0	yes	OMA All.May2026 (API)
YNL222W	SSU72	P53538	YEAST05368	SSU72	Q9NP77	HUMAN46875	1:n	685.3800048828125	70.0	yes	OMA All.May2026 (API)
YNL069C	RPL16B	P26785	YEAST05386	RPL13A	P40429	HUMAN45056	m:1	1000.2100219726562	48.0	yes	OMA All.May2026 (API)
YNL138W	SRV2	P17555	YEAST05392	CAP2	P40123	HUMAN83235	1:n	990.2999877929688	110.0	yes	OMA All.May2026 (API)
YNL138W	SRV2	P17555	YEAST05392	CAP1	Q01518	HUMAN49044	1:n	997.739990234375	110.0	yes	OMA All.May2026 (API)
YNR048W		P53740	YEAST05393	TMEM30B	Q3MIR4	HUMAN19720	m:n	540.780029296875	129.0	yes	OMA All.May2026 (API)
YNR048W		P53740	YEAST05393	TMEM30A	Q9NV96	HUMAN85503	m:n	663.7999877929688	117.0	yes	OMA All.May2026 (API)
YNL302C	RPS19B	P07281	YEAST05394	RPS19	P39019	HUMAN43826	m:1	571.27001953125	72.0	yes	OMA All.May2026 (API)
YNL045W	LAP2	Q10740	YEAST05395	LTA4H	P09960	HUMAN14780	1:1	1570.6600341796875	101.0	yes	OMA All.May2026 (API)
YNL125C	ESBP6	P53918	YEAST05396	SLC16A7	O60669	HUMAN13908	m:n	296.4599914550781	222.0	yes	OMA All.May2026 (API)
YNL125C	ESBP6	P53918	YEAST05396	SLC16A2	P36021	HUMAN101328	m:n	298.82000732421875	225.0	yes	OMA All.May2026 (API)
YNL125C	ESBP6	P53918	YEAST05396	SLC16A12	Q6ZSM3	HUMAN02108	m:n	344.3599853515625	202.0	yes	OMA All.May2026 (API)
YNL241C	ZWF1	P11412	YEAST05399	G6PD	A0A8Q3SIS5	HUMAN102922	1:1	1697.199951171875	78.0	yes	OMA All.May2026 (API)
YNL112W	DBP2	P24783	YEAST05400	DDX17	A0A5H1ZRQ2	HUMAN60567	1:1	2481.330078125	54.0	yes	OMA All.May2026 (API)
YNL082W	PMS1	P14242	YEAST05405	PMS2	P54278	HUMAN87758	1:1	1594.0699462890625	107.0	yes	OMA All.May2026 (API)
YNR012W	URK1	P27515	YEAST05413	UCKL1	Q9NWZ5	HUMAN57982	1:1	1096.199951171875	102.0	yes	OMA All.May2026 (API)
YNL287W	SEC21	P32074	YEAST05433	COPG1	Q9Y678	HUMAN72188	1:n	1745.969970703125	104.0	yes	OMA All.May2026 (API)
YNL287W	SEC21	P32074	YEAST05433	COPG2	Q9UBF2	HUMAN91382	1:n	1832.219970703125	102.0	yes	OMA All.May2026 (API)
YNL096C	RPS7B	P48164	YEAST05435	RPS7	P62081	HUMAN61409	m:1	831.489990234375	61.0	yes	OMA All.May2026 (API)
YNL113W	RPC19	P28000	YEAST05440	POLR1D	P0DPB6	HUMAN16625	1:1	442.5400085449219	83.0	yes	OMA All.May2026 (API)
