systematic	common	uniprot	in_orthodb	orthodb_og
YGL210W	YPT32	P51996	Y	794814at2759
YGL211W	NCS6	P53088	N	
YGL212W	VAM7	P32912	N	
YGL213C	SKI8	Q02793	Y	3051001at2759
YGL214W		P53087	N	
YGL215W	CLG1	P35190	N	
YGL216W	KIP3	P53086	N	
YGL217C		P53085	N	
YGL218W		P53084	N	
YGL219C	MDM34	P53083	N	
YGL220W	BOL2	P53082	N	
YGL221C	NIF3	P53081	N	
YGL222C	EDC1	P53080	N	
YGL223C	COG1	P53079	N	
YGL224C	SDT1	P53078	N	
YGL225W	VRG4	P40107	N	
YGL226C-A	OST5	Q92316	N	
YGL226W	MTC3	P53077	N	
YGL227W	VID30	P53076	N	
YGL228W	SHE10	P53075	N	
YGL229C	SAP4	P53036	N	
YGL230C		P53074	N	
YGL231C	EMC4	P53073	N	
YGL232W	TAN1	P53072	N	
YGL233W	SEC15	P22224	N	
YGL234W	ADE57	P07244	N	
YGL235W		P53071	N	
YGL236C	MTO1	P53070	N	
YGL237C	HAP2	P06774	N	
YGL238W	CSE1	P33307	N	
YGL239C		P53069	N	
YGL240W	DOC1	P53068	N	
YGL241W	KAP114	P53067	N	
YGL242C		P53066	N	
YGL243W	TAD1	P53065	N	
YGL244W	RTF1	P53064	N	
YGL245W	GUS1	P46655	N	
YGL246C	RAI1	P53063	N	
YGL247W	BRR6	P53062	N	
YGL248W	PDE1	P22434	N	
YGL249W	ZIP2	P53061	N	
YGL250W	RMR1	P53060	N	
YGL251C	HFM1	P51979	N	
YGL252C	RTG2	P32608	N	
YGL253W	HXK2	P04807	Y	4578124at2759
YGL254W	FZF1	P32805	N	
YGL255W	ZRT1	P32804	N	
YGL256W	ADH4	P10127	N	
YGL257C	MNT2	P53059	N	
YGL258W	VEL1	P53058	N	
YGL258W-A		Q3E740	N	
YGL259W	YPS5	P53057	N	
YGL260W		P53056	N	
YGL261C	PAU11	P0CE93	N	
YGL262W		P53054	N	
YGL263W	COS12	P53053	N	
YGR001C	EFM5	P53200	N	
YGR002C	SWC4	P53201	N	
YGR003W	CUL3	P53202	N	
YGR004W	PEX31	P53203	N	
YGR005C	TFG2	P41896	N	
YGR006W	PRP18	P33411	N	
YGR007W	ECT1	P33412	N	
YGR008C	STF2	P16965	N	
YGR009C	SEC9	P40357	N	
YGR010W	NMA2	P53204	N	
YGR011W		P53205	N	
YGR012W	MCY1	P53206	N	
YGR013W	SNU71	P53207	N	
YGR014W	MSB2	P32334	N	
YGR015C	EAT1	P53208	N	
YGR016C-A		P9WEJ6	N	
YGR016W		P53209	N	
YGR017W		P53210	N	
YGR018C		P53211	N	
YGR019W	UGA1	P17649	N	
YGR020C	VMA7	P39111	N	
YGR021W		P53212	N	
YGR022C		P53213	N	
YGR023W	MTL1	P53214	N	
YGR024C	THG1	P53215	N	
YGR025W		P53216	N	
YGR026W		P53217	N	
YGR027C	RPS25A	Q3E792	N	
YGR027W-A	TY1A-GR1	Q12085	N	
YGR027W-B	TY1B-GR1	Q12141	N	
YGR028W	MSP1	P28737	N	
YGR029W	ERV1	P27882	N	
YGR030C	POP6	P53218	N	
YGR031C-A	NAG1	Q8TGN9	N	
YGR031W	IMO32	P53219	N	
YGR032W	GSC2	P40989	N	
YGR033C	TIM21	P53220	N	
YGR034W	RPL26B	P53221	N	
YGR035C		P53222	N	
YGR035W-A		Q45U48	N	
YGR036C	CAX4	P53223	N	
YGR037C	ACB1	P31787	N	
YGR038C-A	TY1A-GR2	Q12485	N	
YGR038C-B	TY1B-GR2	Q12269	N	
YGR038C-D/YGR038C-C	TY2B-GR1	Q12337	N	
YGR038C-E	TY2A-GR1	P0C2J2	N	
YGR038W	ORM1	P53224	N	
YGR039W		P53225	N	
YGR040W	KSS1	P14681	N	
YGR041W	BUD9	P53226	N	
YGR042W		P53227	N	
YGR043C	NQM1	P53228	N	
YGR044C	RME1	P32338	N	
YGR045C		P53229	N	
YGR046W	TAM41	P53230	N	
YGR047C	TFC4	P33339	N	
YGR048W	UFD1	P53044	N	
YGR049W	SCM4	P32564	N	
YGR050C		P53231	N	
YGR051C		P53232	N	
YGR052W	FMP48	P53233	N	
YGR053C		P53234	N	
YGR054W		P53235	N	
YGR055W	MUP1	P50276	N	
YGR056W	RSC1	P53236	N	
YGR057C	LST7	P53237	N	
YGR058W	PEF1	P53238	N	
YGR059W	SPR3	P41901	Y	2731767at2759
YGR060W	ERG25	P53045	N	
YGR061C	ADE6	P38972	N	
YGR062C	COX18	P53239	N	
YGR063C	SPT4	P32914	N	
YGR064W		P53240	N	
YGR065C	VHT1	P53241	N	
YGR066C	GID10	P53242	Y	2678129at2759
YGR067C		P53243	N	
YGR068C	ART5	P53244	N	
YGR068W-A		Q8TGN8	N	
YGR069W		P53245	N	
YGR070W	ROM1	P53046	N	
YGR071C	ENV11	P53246	N	
YGR072W	UPF3	P48412	N	
YGR073C		P53247	N	
YGR074W	SMD1	Q02260	N	
YGR075C	PRP38	Q00723	N	
YGR076C	MRPL25	P23369	N	
YGR077C	PEX8	P53248	N	
YGR078C	PAC10	P48363	N	
YGR079W		P53249	N	
YGR080W	TWF1	P53250	N	
YGR081C	SLX9	P53251	N	
YGR082W	TOM20	P35180	N	
YGR083C	GCD2	P12754	N	
YGR084C	MRP13	P12686	N	
YGR085C	RPL11B	Q3E757	N	
YGR086C	PIL1	P53252	N	
YGR087C	PDC6	P26263	N	
YGR088W	CTT1	P06115	N	
YGR089W	NNF2	P53253	N	
YGR090W	UTP22	P53254	N	
YGR091W	PRP31	P49704	N	
YGR092W	DBF2	P22204	N	
YGR093W	DRN1	P53255	N	
YGR094W	VAS1	P07806	N	
YGR095C	RRP46	P53256	N	
YGR096W	TPC1	P53257	N	
YGR097W	ASK10	P48361	N	
YGR098C	ESP1	Q03018	N	
YGR099W	TEL2	P53038	N	
YGR100W	MDR1	P53258	N	
YGR101W	PCP1	P53259	N	
YGR102C	GTF1	P53260	N	
YGR103W	NOP7	P53261	N	
YGR104C	SRB5	P32585	N	
YGR105W	VMA21	P41806	N	
YGR106C	VOA1	P53262	N	
YGR107W		P53263	N	
YGR108W	CLB1	P24868	N	
YGR109C	CLB6	P32943	N	
YGR109W-A	TY3A-G	Q12173	N	
YGR109W-B	TY3B-G	Q99315	N	
YGR110W	CLD1	P53264	Y	4841289at2759
YGR111W		P53265	N	
YGR112W	SHY1	P53266	N	
YGR113W	DAM1	P53267	N	
YGR114C		P53268	N	
YGR115C		P53269	N	
YGR116W	SPT6	P23615	N	
YGR117C		P53270	N	
YGR118W	RPS23A	P0CX29	N	
YGR119C	NUP57	P48837	N	
YGR120C	COG2	P53271	N	
YGR121C	MEP1	P40260	N	
YGR121W-A		Q3E816	N	
YGR122C-A		P0C5N2	N	
YGR122W		P53272	N	
YGR123C	PPT1	P53043	N	
YGR124W	ASN2	P49090	N	
YGR125W	VSB1	P53273	N	
YGR126W		P53274	N	
YGR127W		P53275	N	
YGR128C	UTP8	P53276	N	
YGR129W	SYF2	P53277	N	
YGR130C		P53278	N	
YGR131W	FHN1	P53279	N	
YGR132C	PHB1	P40961	N	
YGR133W	PEX4	P29340	N	
YGR134W	CAF130	P53280	N	
YGR135W	PRE9	P23638	Y	4971251at2759
YGR136W	LSB1	P53281	N	
YGR137W		P53282	N	
YGR138C	TPO2	P53283	N	
YGR139W		P53284	N	
YGR140W	CBF2	P32504	N	
YGR141W	VPS62	P53285	N	
YGR142W	BTN2	P53286	N	
YGR143W	SKN1	P33336	N	
YGR144W	THI4	P32318	N	
YGR145W	ENP2	P48234	N	
YGR146C	ECL1	P48235	N	
YGR146C-A		Q8TGT9	N	
YGR147C	NAT2	P37293	N	
YGR148C	RPL24B	P24000	N	
YGR149W	GPC1	P48236	N	
YGR150C	CCM1	P48237	N	
YGR151C		P53287	N	
YGR152C	RSR1	P13856	N	
YGR153W		P48238	N	
YGR154C	GTO1	P48239	N	
YGR155W	CYS4	P32582	N	
YGR156W	PTI1	P39927	Y	5014730at2759
YGR157W	CHO2	P05374	N	
YGR158C	MTR3	P48240	N	
YGR159C	NSR1	P27476	N	
YGR160W		P53288	N	
YGR161C	RTS3	P53289	N	
YGR161C-C	TY1A-GR3	P0CX67	N	
YGR161C-D	TY1B-GR3	Q12316	N	
YGR161W-A	TY2A-GR2	P0CX62	N	
YGR161W-B	TY2B-GR2	P0CX64	N	
YGR161W-C		Q3E744	N	
YGR162W	TIF4631	P39935	N	
YGR163W	GTR2	P53290	N	
YGR164W		P53291	N	
YGR165W	MRPS35	P53292	N	
YGR166W	TRS65	P32893	N	
YGR167W	CLC1	P17891	N	
YGR168C		P53293	N	
YGR169C	PUS6	P53294	N	
YGR169C-A	LSO2	Q3E772	N	
YGR170W	PSD2	P53037	N	
YGR171C	MSM1	P22438	N	
YGR172C	YIP1	P53039	N	
YGR173W	RBG2	P53295	N	
YGR174C	CBP4	P37267	N	
YGR174W-A		Q8TGT8	N	
YGR175C	ERG1	P32476	N	
YGR176W		P32475	N	
YGR177C	ATF2	P53296	N	
YGR178C	PBP1	P53297	N	
YGR179C	OKP1	P53298	N	
YGR180C	RNR4	P49723	N	
YGR181W	TIM13	P53299	N	
YGR182C		P53300	N	
YGR183C	QCR9	P22289	N	
YGR184C	UBR1	P19812	N	
YGR185C	TYS1	P36421	N	
YGR186W	TFG1	P41895	N	
YGR187C	HGH1	P48362	N	
YGR188C	BUB1	P41695	N	
YGR189C	CRH1	P53301	N	
YGR190C		P53302	N	
YGR191W	HIP1	P06775	N	
YGR192C	TDH3	P00359	N	
YGR193C	PDX1	P16451	N	
YGR194C	XKS1	P42826	N	
YGR195W	SKI6	P46948	N	
YGR196C	FYV8	P46949	N	
YGR197C	SNG1	P46950	N	
YGR198W	YPP1	P46951	N	
YGR199W	PMT6	P42934	N	
YGR200C	ELP2	P42935	N	
YGR201C		P42936	N	
YGR202C	PCT1	P13259	N	
YGR203W	YCH1	P42937	N	
YGR204C-A		Q8TGT7	N	
YGR204W	ADE3	P07245	N	
YGR205W	TDA10	P42938	N	
YGR206W	MVB12	P42939	N	
YGR207C	CIR1	P42940	N	
YGR208W	SER2	P42941	N	
YGR209C	TRX2	P22803	N	
YGR210C		P42942	N	
YGR211W	ZPR1	P53303	N	
YGR212W	SLI1	P53304	N	
YGR213C	RTA1	P53047	N	
YGR214W	RPS0A	P32905	N	
YGR215W	RSM27	P53305	N	
YGR216C	GPI1	P53306	N	
YGR217W	CCH1	P50077	N	
YGR218W	CRM1	P30822	N	
YGR219W		P53307	N	
YGR220C	MRPL9	P31334	N	
YGR221C	TOS2	P50078	N	
YGR222W	PET54	P10834	N	
YGR223C	HSV2	P50079	N	
YGR224W	AZR1	P50080	N	
YGR225W	AMA1	P50082	N	
YGR226C		P50083	N	
YGR227C-A	OTO1	A0A8D9PH56	N	
YGR227W	DIE2	P50076	N	
YGR228W		P53308	N	
YGR229C	SMI1	P32566	N	
YGR230W	BNS1	P50084	N	
YGR231C	PHB2	P50085	N	
YGR232W	NAS6	P50086	N	
YGR233C	PHO81	P17442	N	
YGR234W	YHB1	P39676	N	
YGR235C	MIC26	P50087	N	
YGR236C	SPG1	P50088	N	
YGR237C		P50089	N	
YGR238C	KEL2	P50090	N	
YGR239C	PEX21	P50091	N	
YGR240C	PFK1	P16861	N	
YGR240C-A		Q3E786	N	
YGR241C	YAP1802	P53309	N	
YGR242W		P53310	N	
YGR243W	MPC3	P53311	N	
YGR244C	LSC2	P53312	N	
YGR245C	SDA1	P53313	N	
YGR246C	BRF1	P29056	N	
YGR247W	CPD1	P53314	N	
YGR248W	SOL4	P53315	N	
YGR249W	MGA1	P53050	N	
YGR250C		P53316	Y	4896435at2759
YGR251W	NOP19	P53317	N	
YGR252W	GCN5	Q03330	N	
YGR253C	PUP2	P32379	Y	4971251at2759
YGR254W	ENO1	P00924	Y	4999290at2759
YGR255C	COQ6	P53318	N	
YGR256W	GND2	P53319	N	
YGR257C	MTM1	P53320	N	
YGR258C	RAD2	P07276	N	
YGR259C		P53321	N	
YGR260W	TNA1	P53322	N	
YGR261C	APL6	P46682	N	
YGR262C	BUD32	P53323	N	
YGR263C	SAY1	P53324	N	
YGR264C	MES1	P00958	N	
YGR265W		P53325	N	
YGR266W		P53326	N	
YGR267C	FOL2	P51601	N	
YGR268C	HUA1	P40325	N	
YGR269W		P40326	N	
YGR270C-A		Q8TGN7	N	
YGR270W	YTA7	P40340	N	
YGR271C-A	EFG1	Q3E705	N	
YGR271W	SLH1	P53327	N	
YGR273C		P53329	N	
YGR274C	TAF1	P46677	N	
YGR275W	RTT102	P53330	N	
YGR276C	RNH70	P53331	N	
YGR277C	CAB4	P53332	N	
YGR278W	CWC22	P53333	N	
YGR279C	SCW4	P53334	N	
YGR280C	PXR1	P53335	N	
YGR281W	YOR1	P53049	N	
YGR282C	BGL2	P15703	N	
YGR283C		P53336	N	
YGR284C	ERV29	P53337	N	
YGR285C	ZUO1	P32527	N	
YGR286C	BIO2	P32451	N	
YGR287C	IMA1	P53051	N	
YGR288W	MAL13	P53338	N	
YGR289C	MAL11	P53048	N	
YGR290W		P53339	N	
YGR291C		P53340	N	
YGR292W	MAL12	P53341	N	
YGR293C		P53342	N	
YGR294W	PAU12	P53343	N	
YGR295C	COS6	P53344	N	
YGR296C-A		P0CL28	N	
YGR296C-B		P0CX96	N	
YGR296W	YRF1-3	P0CX14	N	
YHL001W	RPL14B	P38754	N	
YHL002C-A		A0A023PYG1	N	
YHL002W	HSE1	P38753	N	
YHL003C	LAG1	P38703	N	
YHL004W	MRP4	P32902	N	
YHL005C		P38752	N	
YHL006C	SHU1	P38751	N	
YHL006W-A		A0A023PXE5	N	
YHL007C	STE20	Q03497	Y	5001640at2759
YHL008C		P38750	N	
YHL009C	YAP3	P38749	N	
YHL009W-A	TY4A-H	Q6Q5P6	N	
YHL009W-B	TY4B-H	P0C2J7	N	
YHL010C	ETP1	P38748	Y	733642at2759
YHL011C	PRS3	P38689	N	
YHL012W		P38709	N	
YHL013C	OTU2	P38747	N	
YHL014C	YLF2	P38746	N	
YHL015W	RPS20	P38701	N	
YHL015W-A		Q3E7Z6	N	
YHL016C	DUR3	P33413	N	
YHL017W		P38745	N	
YHL018W		P38744	N	
YHL019C	APM2	P38700	Y	544131at2759
YHL019W-A		A0A023PXL1	N	
YHL020C	OPI1	P21957	N	
YHL021C	AIM17	P23180	N	
YHL022C	SPO11	P23179	N	
YHL023C	NPR3	P38742	N	
YHL024W	RIM4	P38741	N	
YHL025W	SNF6	P18888	N	
YHL026C		P38740	N	
YHL027W	RIM101	P33400	N	
YHL028W	WSC4	P38739	N	
YHL029C	OCA5	P38738	N	
YHL030W	ECM29	P38737	N	
YHL030W-A		A0A023PZD5	N	
YHL031C	GOS1	P38736	N	
YHL032C	GUT1	P32190	N	
YHL033C	RPL8A	P17076	N	
YHL034C	SBP1	P10080	N	
YHL034W-A		A0A023PZH9	N	
YHL035C	VMR1	P38735	N	
YHL036W	MUP3	P38734	N	
YHL037C		P38733	N	
YHL038C	CBP2	P03874	N	
YHL039W	EFM1	P38732	N	
YHL040C	ARN1	P38731	N	
YHL041W		P38730	N	
YHL042W		P38729	N	
YHL043W	ECM34	P38728	N	
YHL044W	DFP4	P38727	N	
YHL045W	PXP3	P38726	N	
YHL046C	PAU13	P38725	N	
YHL046W-A		A0A023PYG5	N	
YHL047C	ARN2	P38724	N	
YHL048C-A		Q3E758	N	
YHL048W	COS8	P38723	N	
YHL049C		P38722	N	
YHL050C		P38721	N	
YHL050W-A		P0C5B8	N	
YHR001W	OSH7	P38755	N	
YHR001W-A	QCR10	P37299	N	
YHR002W	LEU5	P38702	N	
YHR003C	TCD1	P38756	N	
YHR004C	NEM1	P38757	N	
YHR005C	GPA1	P08539	N	
YHR005C-A	TIM10	P87108	N	
YHR006W	STP2	P38704	N	
YHR007C	ERG11	P10614	N	
YHR007C-A		Q07074	N	
YHR008C	SOD2	P00447	N	
YHR009C	TDA3	P38758	N	
YHR010W	RPL27A	P0C2H6	N	
YHR011W	DIA4	P38705	N	
YHR012W	VPS29	P38759	N	
YHR013C	ARD1	P07347	N	
YHR014W	SPO13	P23624	N	
YHR015W	MIP6	P38760	Y	215877at2759
YHR016C	YSC84	P32793	N	
YHR017W	YSC83	P32792	N	
YHR018C	ARG4	P04076	N	
YHR019C	DED81	P38707	N	
YHR020W		P38708	N	
YHR021C	RPS27B	P38711	N	
YHR021W-A	ECM12	O13529	N	
YHR022C		P38763	N	
YHR022C-A		Q8TGT6	N	
YHR023W	MYO1	P08964	N	
YHR024C	MAS2	P11914	N	
YHR025W	THR1	P17423	N	
YHR026W	VMA16	P23968	N	
YHR027C	RPN1	P38764	N	
YHR028C	DAP2	P18962	N	
YHR028W-A		A0A023PXE8	N	
YHR029C	YHI9	P38765	N	
YHR030C	SLT2	Q00772	N	
YHR031C	RRM3	P38766	N	
YHR032C-A		Q8TGT5	N	
YHR032W	ERC1	P38767	N	
YHR032W-A		P0C5N6	N	
YHR033W		P38690	N	
YHR034C	PIH1	P38768	N	
YHR035W	NEL1	P38769	N	
YHR036W	BRL1	P38770	N	
YHR037W	PUT2	P07275	N	
YHR038W	RRF1	P38771	N	
YHR039C	MSC7	P38694	N	
YHR039C-A	VMA10	P48836	N	
YHR040W	BCD1	P38772	N	
YHR041C	SRB2	P34162	N	
YHR042W	NCP1	P16603	N	
YHR043C	DOG2	P38773	N	
YHR044C	DOG1	P38774	N	
YHR045W		P38775	N	
YHR046C	INM1	P38710	N	
YHR047C	AAP1	P37898	N	
YHR048W	YHK8	P38776	N	
YHR049C-A		O13533	N	
YHR049W	FSH1	P38777	N	
YHR050W	SMF2	P38778	N	
YHR050W-A		Q05451	N	
YHR051W	COX6	P00427	N	
YHR052C-B		P9WEN8	N	
YHR052W	CIC1	P38779	N	
YHR052W-A		P0CL32	N	
YHR053C	CUP1-1	P0CX80	N	
YHR054C		P38780	N	
YHR054C-B		P9WEN9	N	
YHR054W-A		P0CL33	N	
YHR055C	CUP1-2	P0CX81	N	
YHR056C	RSC30	P38781	N	
YHR056W-A		A0A023PXL7	N	
YHR057C	CPR2	P23285	N	
YHR058C	MED6	P38782	N	
YHR059W	FYV4	P38783	N	
YHR060W	VMA22	P38784	N	
YHR061C	GIC1	P38785	N	
YHR062C	RPP1	P38786	N	
YHR063C	PAN5	P38787	N	
YHR063W-A		A0A023PZE1	N	
YHR064C	SSZ1	P38788	N	
YHR065C	RRP3	P38712	N	
YHR066W	SSF1	P38789	N	
YHR067W	HTD2	P38790	N	
YHR068W	DYS1	P38791	N	
YHR069C	RRP4	P38792	N	
YHR069C-A		A0A023PZI4	N	
YHR070C-A		A0A023PYH0	N	
YHR070W	TRM5	P38793	N	
YHR071C-A		A0A023PXF2	N	
YHR071W	PCL5	P38794	N	
YHR072W	ERG7	P38604	N	
YHR072W-A	NOP10	Q6Q547	N	
YHR073C-B		P0C5N4	N	
YHR073W	OSH3	P38713	N	
YHR073W-A		P0C5N7	N	
YHR074W	QNS1	P38795	N	
YHR075C	PPE1	P38796	N	
YHR076W	PTC7	P38797	N	
YHR077C	NMD2	P38798	N	
YHR078W		P38799	N	
YHR079C	IRE1	P32361	N	
YHR079C-A	SAE3	P89114	N	
YHR080C	LAM4	P38800	N	
YHR081W	LRP1	P38801	N	
YHR082C	KSP1	P38691	N	
YHR083W	SAM35	P14693	N	
YHR084W	STE12	P13574	N	
YHR085W	IPI1	P38803	N	
YHR086W	NAM8	Q00539	N	
YHR086W-A		Q3E746	N	
YHR087W	RTC3	P38804	N	
YHR088W	RPF1	P38805	N	
YHR089C	GAR1	P28007	N	
YHR090C	YNG2	P38806	N	
YHR091C	MSR1	P38714	N	
YHR092C	HXT4	P32467	N	
YHR093W	AHT1	P29589	N	
YHR094C	HXT1	P32465	N	
YHR095W		P38808	N	
YHR096C	HXT5	P38695	N	
YHR097C		P38809	N	
YHR098C	SFB3	P38810	Y	5004504at2759
YHR099W	TRA1	P38811	N	
YHR100C	GEP4	P38812	N	
YHR101C	BIG1	P38813	N	
YHR102W	KIC1	P38692	N	
YHR103W	SBE22	P38814	N	
YHR104W	GRE3	P38715	N	
YHR105W	YPT35	P38815	N	
YHR106W	TRR2	P38816	N	
YHR107C	CDC12	P32468	Y	2731767at2759
YHR108W	GGA2	P38817	N	
YHR109W	CTM1	P38818	N	
YHR110W	ERP5	P38819	Y	4273593at2759
YHR111W	UBA4	P38820	N	
YHR112C		P38716	N	
YHR113W	APE4	P38821	N	
YHR114W	BZZ1	P38822	N	
YHR115C	DMA1	P38823	N	
YHR116W	COX23	P38824	N	
YHR117W	TOM71	P38825	N	
YHR118C	ORC6	P38826	N	
YHR119W	SET1	P38827	N	
YHR120W	MSH1	P25846	N	
YHR121W	LSM12	P38828	N	
YHR122W		P38829	N	
YHR123W	EPT1	P22140	N	
YHR124W	NDT80	P38830	N	
YHR125W		P38831	N	
YHR126C	ANS1	P38832	N	
YHR127W		P38833	N	
YHR128W	FUR1	P18562	N	
YHR129C	ARP1	P38696	Y	5012414at2759
YHR130C		P38834	N	
YHR131C		P38835	N	
YHR131W-A		A0A023PXM2	N	
YHR132C	ECM14	P38836	N	
YHR132W-A	IGO2	Q9P305	N	
YHR133C	NSG1	P38837	N	
YHR134W	WSS1	P38838	N	
YHR135C	YCK1	P23291	Y	533331at2759
YHR136C	SPL2	P38839	N	
YHR137C-A		Q8TGN6	N	
YHR137W	ARO9	P38840	N	
YHR138C		P38841	N	
YHR139C	SPS100	P13130	N	
YHR139C-A		O13536	N	
YHR140W		P38842	N	
YHR141C	RPL42B	P0CX28	N	
YHR142W	CHS7	P38843	N	
YHR143W	DSE2	P38844	N	
YHR143W-A	RPC10	P40422	N	
YHR144C	DCD1	P06773	N	
YHR145C		O13537	N	
YHR146W	CRP1	P38845	N	
YHR147C	MRPL6	P32904	N	
YHR148W	IMP3	P32899	N	
YHR149C	SKG6	P32900	N	
YHR150W	PEX28	P38848	N	
YHR151C	MTC6	P38849	N	
YHR152W	SPO12	P17123	N	
YHR153C	SPO16	P17122	N	
YHR154W	RTT107	P38850	N	
YHR155W	LAM1	P38851	N	
YHR156C	LIN1	P38852	N	
YHR157W	REC104	P33323	N	
YHR158C	KEL1	P38853	N	
YHR159W	TDA11	P38854	N	
YHR160C	PEX18	P38855	N	
YHR161C	YAP1801	P38856	N	
YHR162W	MPC2	P38857	N	
YHR163W	SOL3	P38858	N	
YHR164C	DNA2	P38859	N	
YHR165C	PRP8	P33334	N	
YHR165W-A		A0A023PZE4	N	
YHR166C	CDC23	P16522	N	
YHR167W	THP2	O13539	N	
YHR168W	MTG2	P38860	N	
YHR169W	DBP8	P38719	N	
YHR170W	NMD3	P38861	N	
YHR171W	ATG7	P38862	N	
YHR172W	SPC97	P38863	N	
YHR173C		P38864	N	
YHR174W	ENO2	P00925	Y	4999290at2759
YHR175W	CTR2	P38865	N	
YHR175W-A		Q3E815	N	
YHR176W	FMO1	P38866	Y	4783151at2759
YHR177W		P38867	N	
YHR178W	STB5	P38699	N	
YHR179W	OYE2	Q03558	N	
YHR180C-B		P0C5N5	N	
YHR180W		P38868	N	
YHR180W-A		P0C5N8	N	
YHR181W	SVP26	P38869	N	
YHR182C-A		A0A023PZI9	N	
YHR182W	RGD3	P38870	N	
YHR183W	GND1	P38720	N	
YHR184W	SSP1	P38871	N	
YHR185C	PFS1	P38872	N	
YHR186C	KOG1	P38873	N	
YHR187W	IKI1	P38874	N	
YHR188C	GPI16	P38875	N	
YHR189W	PTH1	P38876	N	
YHR190W	ERG9	P29704	N	
YHR191C	CTF8	P38877	N	
YHR192W	LNP1	P38878	N	
YHR193C	EGD2	P38879	N	
YHR193C-A		A0A023PYH5	N	
YHR194W	MDM31	P38880	N	
YHR195W	NVJ1	P38881	N	
YHR196W	UTP9	P38882	N	
YHR197W	RIX1	P38883	N	
YHR198C	AIM18	P38884	N	
YHR199C	AIM46	P38885	N	
YHR199C-A	NBL1	Q3E7Y6	N	
YHR200W	RPN10	P38886	N	
YHR201C	PPX1	P38698	N	
YHR202W	SMN1	P38887	N	
YHR203C	RPS4B	P0CX36	N	
YHR204W	MNL1	P38888	N	
YHR205W	SCH9	P11792	N	
YHR206W	SKN7	P38889	N	
YHR207C	SET5	P38890	N	
YHR208W	BAT1	P38891	N	
YHR209W	CRG1	P38892	N	
YHR210C		P38893	N	
YHR211W	FLO5	P38894	N	
YHR212C		P0CX89	N	
YHR212W-A		P0CX91	N	
YHR213W		P0CI67	N	
YHR213W-A		Q8TGT4	N	
YHR213W-B		Q8TGK1	N	
YHR214C-B	TY1B-H	O13535	N	
YHR214C-C	TY1A-H	P0C2I4	N	
YHR214C-D		P0CX93	N	
YHR214C-E		Q8TGK0	N	
YHR214W		P0CX19	N	
YHR214W-A		O13534	N	
YHR215W	PHO12	P38693	N	
YHR216W	IMD2	P38697	N	
YHR217C		P38898	N	
YHR218W		P38899	N	
YHR218W-A		A0A023PXF5	N	
YHR219C-A		P0CL34	N	
YHR219W		P38900	N	
YIL001W		P40560	N	
YIL002C	INP51	P40559	N	
YIL002W-A		Q3E7Z5	N	
YIL003W	CFD1	P40558	N	
YIL004C	BET1	P22804	N	
YIL005W	EPS1	P40557	N	
YIL006W	YIA6	P40556	N	
YIL007C	NAS2	P40555	N	
YIL008W	URM1	P40554	N	
YIL009C-A	EST3	Q03096	N	
YIL009W	FAA3	P39002	Y	4970708at2759
YIL010W	DOT5	P40553	N	
YIL011W	TIR3	P40552	N	
YIL012W		P40551	N	
YIL013C	PDR11	P40550	N	
YIL014C-A		Q02598	N	
YIL014W	MNT3	P40549	N	
YIL015W	BAR1	P12630	N	
YIL016W	SNL1	P40548	N	
YIL017C	VID28	P40547	N	
YIL018W	RPL2B	P0CX46	N	
YIL019W	FAF1	P40546	N	
YIL020C	HIS6	P40545	N	
YIL020C-A		A0A023PXM7	N	
YIL021C-A		Q8TGN4	N	
YIL021W	RPB3	P16370	N	
YIL022W	TIM44	Q01852	N	
YIL023C	YKE4	P40544	N	
YIL024C	ATG45	P40543	N	
YIL025C		P40542	N	
YIL026C	IRR1	P40541	N	
YIL027C	EMC5	P40540	N	
YIL028W		P40539	N	
YIL029C		P40538	N	
YIL029W-A		A0A023PZE9	N	
YIL030C	SSM4	P40318	N	
YIL030W-A		A0A023PZJ3	N	
YIL031W	ULP2	P40537	N	
YIL032C		P40536	N	
YIL033C	BCY1	P07278	N	
YIL034C	CAP2	P13517	N	
YIL035C	CKA1	P15790	N	
YIL036W	CST6	P40535	N	
YIL037C	PRM2	P40534	N	
YIL038C	NOT3	P06102	N	
YIL039W	TED1	P40533	N	
YIL040W	APQ12	P40532	N	
YIL041W	GVP36	P40531	N	
YIL042C	PKP1	P40530	N	
YIL043C	CBR1	P38626	N	
YIL044C	AGE2	P40529	N	
YIL045W	PIG2	P40187	N	
YIL046W	MET30	P39014	N	
YIL046W-A		Q3E7Z4	N	
YIL047C	SYG1	P40528	N	
YIL047C-A		A0A023PYH8	N	
YIL048W	NEO1	P40527	Y	4974037at2759
YIL049W	DFG10	P40526	N	
YIL050W	PCL7	P40186	N	
YIL051C	MMF1	P40185	N	
YIL052C	RPL34B	P40525	N	
YIL053W	GPP1	P41277	N	
YIL054W		P40524	N	
YIL055C		P40523	N	
YIL056W	VHR1	P40522	N	
YIL057C	RGI2	P40188	N	
YIL058W		P40521	N	
YIL059C		P40520	N	
YIL060W		P40519	N	
YIL061C	SNP1	Q00916	N	
YIL062C	ARC15	P40518	N	
YIL063C	YRB2	P40517	N	
YIL064W	EFM4	P40516	N	
YIL065C	FIS1	P40515	N	
YIL066C	RNR3	P21672	N	
YIL066W-A		A0A023PXF8	N	
YIL067C		P40514	N	
YIL068C	SEC6	P32844	N	
YIL068W-A		A0A023PXN3	N	
