yeast_systematic	yeast_common	yeast_uniprot	human_symbol	human_uniprot	ortholog_type	cluster_id	cluster_score	yeast_confidence	human_confidence	source
YLR168C	UPS2	P35200	PRELID3B	Q9Y3B1	m:n	1485	102	1.0	1.0	InParanoid9
YDR185C	UPS3	Q04006	PRELID3A	Q96N28	m:n	1485	102	0.324	0.54	InParanoid9
YDR185C	UPS3	Q04006	PRELID3B	Q9Y3B1	m:n	1485	102	0.324	1.0	InParanoid9
YER163C	GCG1	P32656	CHAC2	Q8WUX2	m:n	1486	102	1.0	1.0	InParanoid9
YER163C	GCG1	P32656	CHAC1	Q9BUX1	m:n	1486	102	1.0	0.268	InParanoid9
YBR254C	TRS20	P38334	TRAPPC2	P0DI81	m:n	1487	102	1.0	1.0	InParanoid9
YBR254C	TRS20	P38334	TRAPPC2B	P0DI82	m:n	1487	102	1.0	1.0	InParanoid9
YPL244C	HUT1	Q12520	SLC35B1	P78383	m:n	1488	102	1.0	1.0	InParanoid9
YPL244C	HUT1	Q12520	SLC35B2	Q8TB61	m:n	1488	102	1.0	0.056	InParanoid9
YLR043C	TRX1	P22217	TXN	P10599	m:n	1489	102	0.596	1.0	InParanoid9
YGR209C	TRX2	P22803	TXN	P10599	m:n	1489	102	1.0	1.0	InParanoid9
YDR424C	DYN2	Q02647	DYNLL1	P63167	m:n	1490	102	1.0	1.0	InParanoid9
YDR424C	DYN2	Q02647	DYNLL2	Q96FJ2	m:n	1490	102	1.0	0.884	InParanoid9
YCR034W	ELO2	P25358	ELOVL2	Q9NXB9	m:n	1491	102	1.0	0.494	InParanoid9
YCR034W	ELO2	P25358	ELOVL5	Q9NYP7	m:n	1491	102	1.0	1.0	InParanoid9
YLR147C	SMD3	P43321	SNRPD3	P62318	1:1	1492	102	1.0	1.0	InParanoid9
YCR075C	ERS1	P17261	CTNS	O60931	1:1	1493	102	1.0	1.0	InParanoid9
YMR097C	MTG1	Q03151	MTG1	Q9BT17	1:1	1494	102	1.0	1.0	InParanoid9
YPR105C	COG4	Q06096	COG4	Q9H9E3	1:1	1495	102	1.0	1.0	InParanoid9
YDR335W	MSN5	P52918	XPO5	Q9HAV4	1:1	1496	102	1.0	1.0	InParanoid9
YDL142C	CRD1	Q07560	CRLS1	Q9UJA2	1:1	1497	102	1.0	1.0	InParanoid9
YMR004W	MVP1	P40959	SNX8	Q9Y5X2	1:1	1498	102	1.0	1.0	InParanoid9
YOR201C	MRM1	P25270	MRM1	Q6IN84	1:1	1499	102	1.0	1.0	InParanoid9
YDR252W	BTT1	P40314	BTF3	P20290	m:n	1500	101	0.222	0.715	InParanoid9
YDR252W	BTT1	P40314	BTF3L4	Q96K17	m:n	1500	101	0.222	1.0	InParanoid9
YPL037C	EGD1	Q02642	BTF3	P20290	m:n	1500	101	1.0	0.715	InParanoid9
YPL037C	EGD1	Q02642	BTF3L4	Q96K17	m:n	1500	101	1.0	1.0	InParanoid9
YBR147W	RTC2	P38279	SLC66A1	Q6ZP29	m:n	1501	101	0.465	1.0	InParanoid9
YOL092W	YPQ1	Q12010	SLC66A1	Q6ZP29	m:n	1501	101	1.0	1.0	InParanoid9
YOR143C	THI80	P35202	TPK1	Q9H3S4	1:1	1502	101	1.0	1.0	InParanoid9
YKL041W	VPS24	P36095	CHMP3	Q9Y3E7	1:1	1503	101	1.0	1.0	InParanoid9
YNR032C-A	HUB1	Q6Q546	UBL5	Q9BZL1	1:1	1504	101	1.0	1.0	InParanoid9
YPL249C-A	RPL36B	O14455	RPL36	Q9Y3U8	m:n	1505	100	1.0	1.0	InParanoid9
YMR194W	RPL36A	P05745	RPL36	Q9Y3U8	m:n	1505	100	0.967	1.0	InParanoid9
YPL170W	DAP1	Q12091	PGRMC1	O00264	m:n	1506	100	1.0	1.0	InParanoid9
YPL170W	DAP1	Q12091	PGRMC2	O15173	m:n	1506	100	1.0	0.331	InParanoid9
YGR002C	SWC4	P53201	DMAP1	Q9NPF5	1:1	1507	100	1.0	1.0	InParanoid9
YOR126C	IAH1	P41734	IAH1	Q2TAA2	1:1	1508	100	1.0	1.0	InParanoid9
YBR155W	CNS1	P33313	TTC4	O95801	1:1	1509	100	1.0	1.0	InParanoid9
YLR193C	UPS1	Q05776	PRELID1	Q9Y255	1:1	1510	100	1.0	1.0	InParanoid9
YLR264W	RPS28B	P0C0X0	RPS28	P62857	m:n	1511	99	1.0	1.0	InParanoid9
YOR167C	RPS28A	Q3E7X9	RPS28	P62857	m:n	1511	99	1.0	1.0	InParanoid9
YHR193C	EGD2	P38879	NACA4P	Q9BZK3	m:n	1512	99	1.0	1.0	InParanoid9
YHR193C	EGD2	P38879	NACA2	Q9H009	m:n	1512	99	1.0	1.0	InParanoid9
YHR162W	MPC2	P38857	MPC2	O95563	m:n	1513	99	0.468	1.0	InParanoid9
YGR243W	MPC3	P53311	MPC2	O95563	m:n	1513	99	1.0	1.0	InParanoid9
YHR062C	RPP1	P38786	RPP30	P78346	1:1	1514	99	1.0	1.0	InParanoid9
YMR197C	VTI1	Q04338	VTI1A	Q96AJ9	1:1	1515	99	1.0	1.0	InParanoid9
YDR236C	FMN1	Q03778	RFK	Q969G6	1:1	1516	99	1.0	1.0	InParanoid9
YLR245C	CDD1	Q06549	CDA	P32320	1:1	1517	99	1.0	1.0	InParanoid9
YGL183C	MND1	P53102	MND1	Q9BWT6	1:1	1518	99	1.0	1.0	InParanoid9
YKR057W	RPS21A	P0C0V8	RPS21	P63220	m:n	1519	98	1.0	1.0	InParanoid9
YJL136C	RPS21B	Q3E754	RPS21	P63220	m:n	1519	98	1.0	1.0	InParanoid9
YJL196C	ELO1	P39540	ELOVL6	Q9H5J4	m:n	1520	98	1.0	1.0	InParanoid9
YJL196C	ELO1	P39540	ELOVL3	Q9HB03	m:n	1520	98	1.0	0.333	InParanoid9
YOR357C	SNX3	Q08826	SNX3	O60493	m:n	1521	98	1.0	1.0	InParanoid9
YOR357C	SNX3	Q08826	SNX12	Q9UMY4	m:n	1521	98	1.0	0.759	InParanoid9
YJL010C	NOP9	P47077	NOP9	Q86U38	1:1	1522	98	1.0	1.0	InParanoid9
YPR055W	SEC8	P32855	EXOC4	Q96A65	1:1	1523	98	1.0	1.0	InParanoid9
YDR398W	UTP5	Q04177	WDR43	Q15061	1:1	1524	98	1.0	1.0	InParanoid9
YER049W	TPA1	P40032	OGFOD1	Q8N543	1:1	1525	98	1.0	1.0	InParanoid9
YLR128W	DCN1	Q12395	DCUN1D2	Q6PH85	m:n	1526	97	1.0	0.786	InParanoid9
YLR128W	DCN1	Q12395	DCUN1D3	Q8IWE4	m:n	1526	97	1.0	0.161	InParanoid9
YLR128W	DCN1	Q12395	DCUN1D4	Q92564	m:n	1526	97	1.0	0.088	InParanoid9
YLR128W	DCN1	Q12395	DCUN1D1	Q96GG9	m:n	1526	97	1.0	1.0	InParanoid9
YLR128W	DCN1	Q12395	DCUN1D5	Q9BTE7	m:n	1526	97	1.0	0.099	InParanoid9
YDR084C	TVP23	P38962	TVP23A	A6NH52	m:n	1527	97	1.0	1.0	InParanoid9
YDR084C	TVP23	P38962	TVP23C	Q96ET8	m:n	1527	97	1.0	0.651	InParanoid9
YDR084C	TVP23	P38962	TVP23B	Q9NYZ1	m:n	1527	97	1.0	1.0	InParanoid9
YNL263C	YIF1	P53845	YIF1A	O95070	m:n	1528	97	1.0	1.0	InParanoid9
YNL263C	YIF1	P53845	YIF1B	Q5BJH7	m:n	1528	97	1.0	1.0	InParanoid9
YMR292W	GOT1	Q03554	GOLT1A	Q6ZVE7	m:n	1529	97	1.0	0.363	InParanoid9
YMR292W	GOT1	Q03554	GOLT1B	Q9Y3E0	m:n	1529	97	1.0	1.0	InParanoid9
YMR281W	GPI12	P23797	PIGL	Q9Y2B2	1:1	1530	97	1.0	1.0	InParanoid9
YIL097W	FYV10	P40492	MAEA	Q7L5Y9	1:1	1531	97	1.0	1.0	InParanoid9
YOR004W	UTP23	Q12339	UTP23	Q9BRU9	1:1	1532	97	1.0	1.0	InParanoid9
YMR202W	ERG2	P32352	SIGMAR1	Q99720	1:1	1533	97	1.0	1.0	InParanoid9
YLR191W	PEX13	P80667	PEX13	Q92968	1:1	1534	97	1.0	1.0	InParanoid9
YLR426W	TDA5	Q06417	DHRS3	O75911	m:n	1535	96	0.06	0.164	InParanoid9
YLR426W	TDA5	Q06417	HSD17B13	Q7Z5P4	m:n	1535	96	0.06	0.594	InParanoid9
YLR426W	TDA5	Q06417	RDH10	Q8IZV5	m:n	1535	96	0.06	0.234	InParanoid9
YLR426W	TDA5	Q06417	SDR16C5	Q8N3Y7	m:n	1535	96	0.06	0.287	InParanoid9
YLR426W	TDA5	Q06417	HSD17B11	Q8NBQ5	m:n	1535	96	0.06	1.0	InParanoid9
YDL114W		Q07530	DHRS3	O75911	m:n	1535	96	1.0	0.164	InParanoid9
YDL114W		Q07530	HSD17B13	Q7Z5P4	m:n	1535	96	1.0	0.594	InParanoid9
YDL114W		Q07530	RDH10	Q8IZV5	m:n	1535	96	1.0	0.234	InParanoid9
YDL114W		Q07530	SDR16C5	Q8N3Y7	m:n	1535	96	1.0	0.287	InParanoid9
YDL114W		Q07530	HSD17B11	Q8NBQ5	m:n	1535	96	1.0	1.0	InParanoid9
YCR014C	POL4	P25615	POLB	P06746	m:n	1536	96	1.0	0.087	InParanoid9
YCR014C	POL4	P25615	POLM	Q9NP87	m:n	1536	96	1.0	0.076	InParanoid9
YCR014C	POL4	P25615	POLL	Q9UGP5	m:n	1536	96	1.0	1.0	InParanoid9
YOR307C	SLY41	P22215	SLC35E1	Q96K37	m:n	1537	96	1.0	1.0	InParanoid9
YJL193W		P39542	SLC35E1	Q96K37	m:n	1537	96	0.096	1.0	InParanoid9
YBR105C	VID24	P38263	GID4	Q8IVV7	m:n	1538	96	1.0	1.0	InParanoid9
YGR066C	GID10	P53242	GID4	Q8IVV7	m:n	1538	96	1.0	1.0	InParanoid9
YER057C	HMF1	P40037	RIDA	P52758	m:n	1539	96	1.0	1.0	InParanoid9
YIL051C	MMF1	P40185	RIDA	P52758	m:n	1539	96	0.596	1.0	InParanoid9
YDR392W	SPT3	P06844	SUPT3H	O75486	1:1	1540	96	1.0	1.0	InParanoid9
YGR036C	CAX4	P53223	DOLPP1	Q86YN1	1:1	1541	96	1.0	1.0	InParanoid9
YJR014W	TMA22	P47089	DENR	O43583	1:1	1542	96	1.0	1.0	InParanoid9
YKL033W	TTI1	P36097	TTI1	O43156	1:1	1543	96	1.0	1.0	InParanoid9
YCR009C	RVS161	P25343	BIN3	Q9NQY0	1:1	1544	96	1.0	1.0	InParanoid9
YGR021W		P53212	TACO1	Q9BSH4	1:1	1545	96	1.0	1.0	InParanoid9
YNL284C	MRPL10	P36520	MRPL15	Q9P015	1:1	1546	96	1.0	1.0	InParanoid9
YGL050W	TYW3	P53177	TYW3	Q6IPR3	1:1	1547	96	1.0	1.0	InParanoid9
YDL208W	NHP2	P32495	NHP2	Q9NX24	1:1	1548	96	1.0	1.0	InParanoid9
YMR077C	VPS20	Q04272	CHMP6	Q96FZ7	1:1	1549	96	1.0	1.0	InParanoid9
YOL071W	SDH5	Q08230	SDHAF2	Q9NX18	1:1	1550	96	1.0	1.0	InParanoid9
YJR019C	TES1	P41903	ACOT8	O14734	1:1	1551	96	1.0	1.0	InParanoid9
YDR336W	MRX8	Q05473	GTPBP8	Q8N3Z3	1:1	1552	96	1.0	1.0	InParanoid9
YGR038W	ORM1	P53224	ORMDL2	Q53FV1	m:n	1553	95	1.0	0.826	InParanoid9
YGR038W	ORM1	P53224	ORMDL3	Q8N138	m:n	1553	95	1.0	1.0	InParanoid9
YGR038W	ORM1	P53224	ORMDL1	Q9P0S3	m:n	1553	95	1.0	0.858	InParanoid9
YLR350W	ORM2	Q06144	ORMDL2	Q53FV1	m:n	1553	95	0.582	0.826	InParanoid9
YLR350W	ORM2	Q06144	ORMDL3	Q8N138	m:n	1553	95	0.582	1.0	InParanoid9
YLR350W	ORM2	Q06144	ORMDL1	Q9P0S3	m:n	1553	95	0.582	0.858	InParanoid9
YHR114W	BZZ1	P38822	TRIP10	Q15642	m:n	1554	95	1.0	1.0	InParanoid9
YHR114W	BZZ1	P38822	FNBP1L	Q5T0N5	m:n	1554	95	1.0	0.46	InParanoid9
YHR114W	BZZ1	P38822	FNBP1	Q96RU3	m:n	1554	95	1.0	0.474	InParanoid9
YDL008W	APC11	Q12157	ANAPC11	Q9NYG5	1:1	1555	95	1.0	1.0	InParanoid9
YDL193W	NUS1	Q12063	NUS1	Q96E22	1:1	1556	95	1.0	1.0	InParanoid9
YHR201C	PPX1	P38698	PRUNE1	Q86TP1	1:1	1557	95	1.0	1.0	InParanoid9
Q0130	OLI1	P61829	ATP5MC1	P05496	m:n	1558	94	1.0	1.0	InParanoid9
Q0130	OLI1	P61829	ATP5MC3	P48201	m:n	1558	94	1.0	1.0	InParanoid9
Q0130	OLI1	P61829	ATP5MC2	Q06055	m:n	1558	94	1.0	1.0	InParanoid9
YBR135W	CKS1	P20486	CKS2	P33552	m:n	1559	94	1.0	1.0	InParanoid9
YBR135W	CKS1	P20486	CKS1B	P61024	m:n	1559	94	1.0	0.633	InParanoid9
YIL068C	SEC6	P32844	EXOC3	O60645	m:n	1560	94	1.0	1.0	InParanoid9
YIL068C	SEC6	P32844	EXOC3L1	Q86VI1	m:n	1560	94	1.0	0.174	InParanoid9
YJR102C	VPS25	P47142	VPS25	Q9BRG1	1:1	1561	94	1.0	1.0	InParanoid9
YNR054C	ESF2	P53743	ABT1	Q9ULW3	1:1	1562	94	1.0	1.0	InParanoid9
YOL135C	MED7	Q08278	MED7	O43513	1:1	1563	94	1.0	1.0	InParanoid9
YGR095C	RRP46	P53256	EXOSC5	Q9NQT4	1:1	1564	94	1.0	1.0	InParanoid9
YDR434W	GPI17	Q04080	PIGS	Q96S52	1:1	1565	94	1.0	1.0	InParanoid9
YKL110C	KTI12	P34253	KTI12	Q96EK9	1:1	1566	94	1.0	1.0	InParanoid9
YIR027C	DAL1	P32375	DPYSL4	O14531	m:n	1567	93	1.0	0.452	InParanoid9
YIR027C	DAL1	P32375	DPYS	Q14117	m:n	1567	93	1.0	0.489	InParanoid9
YIR027C	DAL1	P32375	CRMP1	Q14194	m:n	1567	93	1.0	0.47	InParanoid9
YIR027C	DAL1	P32375	DPYSL3	Q14195	m:n	1567	93	1.0	0.465	InParanoid9
YIR027C	DAL1	P32375	DPYSL2	Q16555	m:n	1567	93	1.0	0.471	InParanoid9
YIR027C	DAL1	P32375	DPYSL5	Q9BPU6	m:n	1567	93	1.0	1.0	InParanoid9
YKL006W	RPL14A	P36105	RPL14	P50914	m:n	1568	93	0.937	1.0	InParanoid9
YHL001W	RPL14B	P38754	RPL14	P50914	m:n	1568	93	1.0	1.0	InParanoid9
YDR419W	RAD30	Q04049	POLH	Q9Y253	1:1	1569	93	1.0	1.0	InParanoid9
YOR150W	MRPL23	Q12487	MRPL13	Q9BYD1	1:1	1570	93	1.0	1.0	InParanoid9
YER009W	NTF2	P33331	NUTF2	P61970	1:1	1571	93	1.0	1.0	InParanoid9
YBR070C	ALG14	P38242	ALG14	Q96F25	1:1	1572	93	1.0	1.0	InParanoid9
YMR221C	FMP42	Q04991	SLC43A1	O75387	m:n	1573	92	1.0	1.0	InParanoid9
YMR221C	FMP42	Q04991	SLC43A2	Q8N370	m:n	1573	92	1.0	0.528	InParanoid9
YMR221C	FMP42	Q04991	SLC43A3	Q8NBI5	m:n	1573	92	1.0	0.09	InParanoid9
YOR056C	NOB1	Q08444	NOB1	Q9ULX3	1:1	1574	92	1.0	1.0	InParanoid9
YMR026C	PEX12	Q04370	PEX12	O00623	1:1	1575	92	1.0	1.0	InParanoid9
YHL004W	MRP4	P32902	MRPS2	Q9Y399	1:1	1576	92	1.0	1.0	InParanoid9
YJR084W	CSN12	P47130	PCID2	Q5JVF3	1:1	1577	92	1.0	1.0	InParanoid9
YOL018C	TLG2	Q08144	STX16	O14662	1:1	1578	92	1.0	1.0	InParanoid9
YLR427W	MAG2	Q06436	RNF10	Q8N5U6	1:1	1579	92	1.0	1.0	InParanoid9
YIR002C	MPH1	P40562	RIGI	O95786	m:n	1580	91	1.0	1.0	InParanoid9
YIR002C	MPH1	P40562	DHX58	Q96C10	m:n	1580	91	1.0	0.122	InParanoid9
YIR002C	MPH1	P40562	IFIH1	Q9BYX4	m:n	1580	91	1.0	0.162	InParanoid9
YER183C	FAU1	P40099	MTHFS	P49914	1:1	1581	91	1.0	1.0	InParanoid9
YDR397C	NCB2	Q92317	DR1	Q01658	1:1	1582	91	1.0	1.0	InParanoid9
YHR166C	CDC23	P16522	CDC23	Q9UJX2	1:1	1583	91	1.0	1.0	InParanoid9
YDR305C	HNT2	P49775	FHIT	P49789	1:1	1584	91	1.0	1.0	InParanoid9
YDR183W	PLP1	Q04004	TXNDC9	O14530	1:1	1585	91	1.0	1.0	InParanoid9
YDR402C	DIT2	P21595	CYP3A4	P08684	m:n	1586	90	1.0	0.065	InParanoid9
YDR402C	DIT2	P21595	CYP4B1	P13584	m:n	1586	90	1.0	0.324	InParanoid9
YDR402C	DIT2	P21595	CYP3A5	P20815	m:n	1586	90	1.0	0.066	InParanoid9
YDR402C	DIT2	P21595	CYP3A7	P24462	m:n	1586	90	1.0	0.067	InParanoid9
YDR402C	DIT2	P21595	CYP4F2	P78329	m:n	1586	90	1.0	0.813	InParanoid9
YDR402C	DIT2	P21595	CYP4F8	P98187	m:n	1586	90	1.0	1.0	InParanoid9
YDR402C	DIT2	P21595	CYP4A11	Q02928	m:n	1586	90	1.0	0.325	InParanoid9
YDR402C	DIT2	P21595	CYP4F3	Q08477	m:n	1586	90	1.0	0.753	InParanoid9
YDR402C	DIT2	P21595	CYP4A22	Q5TCH4	m:n	1586	90	1.0	0.306	InParanoid9
YDR402C	DIT2	P21595	CYP4F22	Q6NT55	m:n	1586	90	1.0	0.58	InParanoid9
YDR402C	DIT2	P21595	CYP4V2	Q6ZWL3	m:n	1586	90	1.0	0.201	InParanoid9
YDR402C	DIT2	P21595	CYP4Z1	Q86W10	m:n	1586	90	1.0	0.298	InParanoid9
YDR402C	DIT2	P21595	CYP4X1	Q8N118	m:n	1586	90	1.0	0.302	InParanoid9
YDR402C	DIT2	P21595	CYP4Z2P	Q8N1L4	m:n	1586	90	1.0	0.136	InParanoid9
YDR402C	DIT2	P21595	CYP3A43	Q9HB55	m:n	1586	90	1.0	0.067	InParanoid9
YDR402C	DIT2	P21595	CYP4F11	Q9HBI6	m:n	1586	90	1.0	0.787	InParanoid9
YDR402C	DIT2	P21595	CYP4F12	Q9HCS2	m:n	1586	90	1.0	0.77	InParanoid9
YNL305C	BXI1	P48558	GRINA	Q7Z429	m:n	1587	90	1.0	0.086	InParanoid9
YNL305C	BXI1	P48558	TMBIM1	Q969X1	m:n	1587	90	1.0	0.054	InParanoid9
YNL305C	BXI1	P48558	FAIM2	Q9BWQ8	m:n	1587	90	1.0	0.054	InParanoid9
YNL305C	BXI1	P48558	TMBIM4	Q9HC24	m:n	1587	90	1.0	1.0	InParanoid9
YDL217C	TIM22	Q12328	TIMM22	Q9Y584	1:1	1588	90	1.0	1.0	InParanoid9
YNL024C-A	KSH1	Q8TGJ3	TMEM167A	Q8TBQ9	1:1	1589	90	1.0	1.0	InParanoid9
YDR152W	GIR2	Q03768	RWDD1	Q9H446	1:1	1590	90	1.0	1.0	InParanoid9
YFL030W	AGX1	P43567	AGXT	P21549	1:1	1591	90	1.0	1.0	InParanoid9
YKL160W	ELF1	P36053	ELOF1	P60002	1:1	1592	90	1.0	1.0	InParanoid9
YNL147W	LSM7	P53905	LSM7	Q9UK45	1:1	1593	90	1.0	1.0	InParanoid9
YMR035W	IMP2	P46972	IMMP2L	Q96T52	1:1	1594	90	1.0	1.0	InParanoid9
YMR150C	IMP1	P28627	IMMP1L	Q96LU5	1:1	1595	90	1.0	1.0	InParanoid9
YKL039W	PTM1	P32857	TMEM87A	Q8NBN3	m:n	1596	89	1.0	0.347	InParanoid9
YKL039W	PTM1	P32857	TMEM87B	Q96K49	m:n	1596	89	1.0	1.0	InParanoid9
YHL017W		P38745	TMEM87A	Q8NBN3	m:n	1596	89	0.473	0.347	InParanoid9
YHL017W		P38745	TMEM87B	Q96K49	m:n	1596	89	0.473	1.0	InParanoid9
YNL111C	CYB5	P40312	CYB5B	O43169	m:n	1597	89	1.0	1.0	InParanoid9
YNL111C	CYB5	P40312	CYB5A	P00167	m:n	1597	89	1.0	0.229	InParanoid9
YKR071C	DRE2	P36152	CIAPIN1	Q6FI81	1:1	1598	89	1.0	1.0	InParanoid9
YMR114C		Q04471	HMCES	Q96FZ2	1:1	1599	89	1.0	1.0	InParanoid9
YMR152W	YIM1	P28625	RTN4IP1	Q8WWV3	1:1	1600	89	1.0	1.0	InParanoid9
YOR164C	GET4	Q12125	GET4	Q7L5D6	1:1	1601	89	1.0	1.0	InParanoid9
YOR367W	SCP1	Q08873	TAGLN2	P37802	m:n	1602	88	1.0	1.0	InParanoid9
YOR367W	SCP1	Q08873	CNN1	P51911	m:n	1602	88	1.0	0.187	InParanoid9
YOR367W	SCP1	Q08873	TAGLN	Q01995	m:n	1602	88	1.0	0.576	InParanoid9
YOR367W	SCP1	Q08873	CNN3	Q15417	m:n	1602	88	1.0	0.181	InParanoid9
YOR367W	SCP1	Q08873	CNN2	Q99439	m:n	1602	88	1.0	0.146	InParanoid9
YOR367W	SCP1	Q08873	TAGLN3	Q9UI15	m:n	1602	88	1.0	0.664	InParanoid9
YCR107W	AAD3	P25612	AKR7A2	O43488	m:n	1603	88	0.7	0.861	InParanoid9
YCR107W	AAD3	P25612	AKR7A3	O95154	m:n	1603	88	0.7	1.0	InParanoid9
YCR107W	AAD3	P25612	AKR7L	Q8NHP1	m:n	1603	88	0.7	0.918	InParanoid9
YNL331C	AAD14	P42884	AKR7A2	O43488	m:n	1603	88	1.0	0.861	InParanoid9
YNL331C	AAD14	P42884	AKR7A3	O95154	m:n	1603	88	1.0	1.0	InParanoid9
YNL331C	AAD14	P42884	AKR7L	Q8NHP1	m:n	1603	88	1.0	0.918	InParanoid9
YJR155W	AAD10	P47182	AKR7A2	O43488	m:n	1603	88	0.655	0.861	InParanoid9
YJR155W	AAD10	P47182	AKR7A3	O95154	m:n	1603	88	0.655	1.0	InParanoid9
YJR155W	AAD10	P47182	AKR7L	Q8NHP1	m:n	1603	88	0.655	0.918	InParanoid9
YDL243C	AAD4	Q07747	AKR7A2	O43488	m:n	1603	88	0.804	0.861	InParanoid9
YDL243C	AAD4	Q07747	AKR7A3	O95154	m:n	1603	88	0.804	1.0	InParanoid9
YDL243C	AAD4	Q07747	AKR7L	Q8NHP1	m:n	1603	88	0.804	0.918	InParanoid9
YLR372W	ELO3	P40319	ELOVL7	A1L3X0	m:n	1604	88	1.0	0.263	InParanoid9
YLR372W	ELO3	P40319	ELOVL1	Q9BW60	m:n	1604	88	1.0	0.22	InParanoid9
YLR372W	ELO3	P40319	ELOVL4	Q9GZR5	m:n	1604	88	1.0	1.0	InParanoid9
YLR038C	COX12	Q01519	COX6B1	P14854	m:n	1605	88	1.0	1.0	InParanoid9
YLR038C	COX12	Q01519	COX6B2	Q6YFQ2	m:n	1605	88	1.0	0.152	InParanoid9
YMR236W	TAF9	Q05027	TAF9	Q16594	m:n	1606	88	1.0	0.699	InParanoid9
YMR236W	TAF9	Q05027	TAF9B	Q9HBM6	m:n	1606	88	1.0	1.0	InParanoid9
YBL013W	FMT1	P32785	MTFMT	Q96DP5	1:1	1607	88	1.0	1.0	InParanoid9
YDR299W	BFR2	Q06631	AATF	Q9NY61	1:1	1608	88	1.0	1.0	InParanoid9
YNL110C	NOP15	P53927	NIFK	Q9BYG3	1:1	1609	88	1.0	1.0	InParanoid9
YGR063C	SPT4	P32914	SUPT4H1	P63272	1:1	1610	88	1.0	1.0	InParanoid9
YNL035C		P53962	WDR89	Q96FK6	1:1	1611	88	1.0	1.0	InParanoid9
YOR159C	SME1	Q12330	SNRPE	P62304	1:1	1612	88	1.0	1.0	InParanoid9
YOR064C	YNG1	Q08465	ING5	Q8WYH8	m:n	1613	87	1.0	1.0	InParanoid9
YOR064C	YNG1	Q08465	ING2	Q9H160	m:n	1613	87	1.0	0.196	InParanoid9
YOR064C	YNG1	Q08465	ING1	Q9UK53	m:n	1613	87	1.0	0.111	InParanoid9
YOR064C	YNG1	Q08465	ING4	Q9UNL4	m:n	1613	87	1.0	0.563	InParanoid9
YPR129W	SCD6	P45978	LSM14A	Q8ND56	m:n	1614	87	1.0	0.353	InParanoid9
YPR129W	SCD6	P45978	LSM14B	Q9BX40	m:n	1614	87	1.0	1.0	InParanoid9
YGR037C	ACB1	P31787	DBI	P07108	m:n	1615	87	1.0	1.0	InParanoid9
YGR037C	ACB1	P31787	ACBD7	Q8N6N7	m:n	1615	87	1.0	0.245	InParanoid9
YLR388W	RPS29A	P41057	RPS29	P62273	m:n	1616	87	1.0	1.0	InParanoid9
YDL061C	RPS29B	P41058	RPS29	P62273	m:n	1616	87	0.8	1.0	InParanoid9
YDR248C		Q03786	IDNK	Q5T6J7	1:1	1617	87	1.0	1.0	InParanoid9
YPL183C	RTT10	Q08924	WDR6	Q9NNW5	1:1	1618	87	1.0	1.0	InParanoid9
YLR251W	SYM1	Q06563	MPV17	P39210	1:1	1619	87	1.0	1.0	InParanoid9
YPL210C	SRP72	P38688	SRP72	O76094	1:1	1620	87	1.0	1.0	InParanoid9
YKL058W	TOA2	P32774	GTF2A2	P52657	1:1	1621	87	1.0	1.0	InParanoid9
YCL011C	GBP2	P25555	CELF2	O95319	m:n	1622	86	1.0	0.105	InParanoid9
YCL011C	GBP2	P25555	ELAVL4	P26378	m:n	1622	86	1.0	0.692	InParanoid9
YCL011C	GBP2	P25555	ELAVL2	Q12926	m:n	1622	86	1.0	0.709	InParanoid9
YCL011C	GBP2	P25555	ELAVL3	Q14576	m:n	1622	86	1.0	0.658	InParanoid9
YCL011C	GBP2	P25555	ELAVL1	Q15717	m:n	1622	86	1.0	1.0	InParanoid9
YCL011C	GBP2	P25555	CELF1	Q92879	m:n	1622	86	1.0	0.112	InParanoid9
YNL004W	HRB1	P38922	CELF2	O95319	m:n	1622	86	0.346	0.105	InParanoid9
YNL004W	HRB1	P38922	ELAVL4	P26378	m:n	1622	86	0.346	0.692	InParanoid9
YNL004W	HRB1	P38922	ELAVL2	Q12926	m:n	1622	86	0.346	0.709	InParanoid9
YNL004W	HRB1	P38922	ELAVL3	Q14576	m:n	1622	86	0.346	0.658	InParanoid9
YNL004W	HRB1	P38922	ELAVL1	Q15717	m:n	1622	86	0.346	1.0	InParanoid9
YNL004W	HRB1	P38922	CELF1	Q92879	m:n	1622	86	0.346	0.112	InParanoid9
YKL008C	LAC1	P28496	CERS1	P27544	m:n	1623	86	1.0	1.0	InParanoid9
YKL008C	LAC1	P28496	CERS6	Q6ZMG9	m:n	1623	86	1.0	0.336	InParanoid9
YKL008C	LAC1	P28496	CERS3	Q8IU89	m:n	1623	86	1.0	0.472	InParanoid9
YKL008C	LAC1	P28496	CERS5	Q8N5B7	m:n	1623	86	1.0	0.34	InParanoid9
YKL008C	LAC1	P28496	CERS2	Q96G23	m:n	1623	86	1.0	1.0	InParanoid9
YKL008C	LAC1	P28496	CERS4	Q9HA82	m:n	1623	86	1.0	0.428	InParanoid9
YHL003C	LAG1	P38703	CERS1	P27544	m:n	1623	86	1.0	1.0	InParanoid9
YHL003C	LAG1	P38703	CERS6	Q6ZMG9	m:n	1623	86	1.0	0.336	InParanoid9
YHL003C	LAG1	P38703	CERS3	Q8IU89	m:n	1623	86	1.0	0.472	InParanoid9
YHL003C	LAG1	P38703	CERS5	Q8N5B7	m:n	1623	86	1.0	0.34	InParanoid9
