systematic	common	uniprot	seq_len
YOR298W	MUM3	Q08750	479
YPL066W	RGL1	Q12194	479
YMR094W	CTF13	P35203	478
YPR036W	VMA13	P41807	478
YJL054W	TIM54	P47045	478
YNL062C	GCD10	P41814	478
YLR238W	FAR10	Q06001	478
YHR214C-C	TY1A-H	P0C2I4	478
YOR003W	YSP3	P25036	478
YJL123C	MTC1	P47018	478
YDR306C	YDR306C	Q06640	478
YER019W	ISC1	P40015	477
YDL103C	QRI1	P43123	477
YPR034W	ARP7	Q12406	477
YLR341W	SPO77	Q06134	477
YIL123W	SIM1	P40472	476
YJL002C	OST1	P41543	476
YGR002C	SWC4	P53201	476
YPL063W	TIM50	Q02776	476
YLR116W	MSL5	Q12186	476
YOL125W	TRM13	Q12383	476
YLR142W	PUT1	P09368	476
YGR117C	YGR117C	P53270	476
YPL259C	APM1	Q00776	475
YMR153W	NUP53	Q03790	475
YMR044W	IOC4	Q04213	475
YMR211W	DML1	Q03652	475
YLR288C	MEC3	Q02574	474
YBR293W	VBA2	P38358	474
YLL063C	AYT1	Q12226	474
YGL012W	ERG4	P25340	473
YLR212C	TUB4	P53378	473
YBR003W	COQ1	P18900	473
YLR034C	SMF3	Q12078	473
YKL221W	MCH2	P36032	473
YIL039W	TED1	P40533	473
YGR288W	MAL13	P53338	473
YDR105C	TMS1	Q12116	473
YHR005C	GPA1	P08539	472
YGL172W	NUP49	Q02199	472
Q0255	Q0255	P03881	472
YML032C	RAD52	P06778	471
YNR026C	SEC12	P11655	471
YGR019W	UGA1	P17649	471
YGR108W	CLB1	P24868	471
YHR036W	BRL1	P38770	471
YMR223W	UBP8	P50102	471
YMR239C	RNT1	Q02555	471
YPL235W	RVB2	Q12464	471
YDR316W	OMS1	Q06668	471
YOL132W	GAS4	Q08271	471
YEL047C	FRD1	P32614	470
YOR198C	BFR1	P38934	470
YOR334W	MRS2	Q01926	470
YMR027W	YMR027W	Q04371	470
YKL178C	STE3	P06783	470
YPR045C	THP3	Q12049	470
YPR068C	HOS1	Q12214	470
YPR196W	YPR196W	Q06595	470
YPR047W	MSF1	P08425	469
YER081W	SER3	P40054	469
YIL074C	SER33	P40510	469
YLR058C	SHM2	P37291	469
YDR473C	PRP3	Q03338	469
YJL146W	IDS2	P46958	469
YHR016C	YSC84	P32793	468
YBL056W	PTC3	P34221	468
YML102W	CAC2	Q04199	468
YPL103C	FMP30	Q02883	468
YBR297W	MAL33	P38157	468
YDL024C	DIA3	P52290	468
YGR212W	SLI1	P53304	468
YBR093C	PHO5	P00635	467
YEL040W	UTR2	P32623	467
YKL145W	RPT1	P33299	467
YMR033W	ARP9	Q05123	467
YOR229W	WTM2	Q12206	467
YAR071W	PHO11	P35842	467
YPL083C	SEN54	Q02825	467
YDR223W	CRF1	Q04930	467
YBR092C	PHO3	P24031	467
YHR215W	PHO12	P38693	467
YGR141W	VPS62	P53285	467
YPR157W	TDA6	Q06466	467
YKL184W	SPE1	P08432	466
YBL086C	YBL086C	P38177	466
YPR178W	PRP4	P20053	465
YBR207W	FTH1	P38310	465
YHL021C	AIM17	P23180	465
YHR146W	CRP1	P38845	465
YNL317W	PFS2	P42841	465
YFL052W	ZNF1	P43551	465
YGL184C	STR3	P53101	465
YPR152C	URN1	Q06525	465
YDR219C	MFB1	Q04922	465
YOR123C	LEO1	P38439	464
YER089C	PTC2	P39966	464
YMR293C	HER2	Q03557	464
YML068W	ITT1	Q04638	464
YOR177C	MPC54	Q08550	464
YBR199W	KTR4	P38131	464
YER038C	KRE29	P40026	464
YDR148C	KGD2	P19262	463
YKL143W	LTV1	P34078	463
YDR190C	RVB1	Q03940	463
YHR018C	ARG4	P04076	463
YGL111W	NSA1	P53136	463
YCL048W	SPS22	P25380	463
YKL133C	YKL133C	P36066	463
YDR179W-A	YDR179W-A	Q03983	463
YDR023W	SES1	P07284	462
YLR163C	MAS1	P10507	462
YPL172C	COX10	P21592	462
YML005W	TRM12	Q04235	462
YMR111C	EUC1	Q04461	462
YDL036C	PUS9	Q12069	462
YKL194C	MST1	P07236	462
YGR004W	PEX31	P53203	462
YPL003W	ULA1	Q12059	462
YDR247W	VHS1	Q03785	461
YLR005W	SSL1	Q04673	461
YPL201C	YIG1	Q08956	461
YMR265C	YMR265C	Q03508	461
YCR005C	CIT2	P08679	460
YDR004W	RAD57	P25301	460
YBL098W	BNA4	P38169	460
YPL139C	UME1	Q03010	460
YOR272W	YTM1	Q12024	460
YLR210W	CLB4	P24871	460
YIR027C	DAL1	P32375	460
YFR024C-A	LSB3	P43603	459
YGL219C	MDM34	P53083	459
YGL130W	CEG1	Q01159	459
YOL041C	NOP12	Q08208	459
YOR056C	NOB1	Q08444	459
YLR090W	XDJ1	P39102	459
YBL089W	AVT5	P38176	459
YNL237W	YTP1	P53584	459
YPR080W	TEF1; TEF2	P02994	458
YDR254W	CHL4	P38907	458
YMR238W	DFG5	Q05031	458
YCL069W	VBA3	P25594	458
YBL082C	ALG3	P38179	458
YPL092W	SSU1	P41930	458
YOR166C	SWT1	Q12104	458
YJL044C	GYP6	P32806	458
YDL233W	MFG1	Q07684	458
YFL037W	TUB2	P02557	457
YBL045C	COR1	P07256	457
YBR029C	CDS1	P38221	457
YAL062W	GDH3	P39708	457
YJR062C	NTA1	P40354	457
YDL189W	RBS1	Q05672	457
YIL170W	HXT12	P40441	457
YMR209C	YMR209C	Q03648	457
YDR375C	BCS1	P32839	456
YPL101W	ELP4	Q02884	456
YDR363W	ESC2	Q06340	456
YOR323C	PRO2	P54885	456
YPL095C	EEB1	Q02891	456
YDR393W	SHE9	Q04172	456
YGR249W	MGA1	P53050	456
YNL040W	YNL040W	P53960	456
YPR084W	YPR084W	Q06821	456
YLR195C	NMT1	P14743	455
YNL206C	RTT106	P40161	455
YMR135C	GID8	P40208	455
YDR364C	CDC40	P40968	455
YOL072W	THP1	Q08231	455
YPL146C	NOP53	Q12080	455
YDL091C	UBX3	Q12229	455
YBR162C	TOS1	P38288	455
YNL004W	HRB1	P38922	454
YPR125W	YLH47	Q06493	454
YDL161W	ENT1	Q12518	454
YOR375C	GDH1	P07262	454
YPL245W	YPL245W	Q12179	454
YNL016W	PUB1	P32588	453
YKL108W	SLD2	P34252	453
YJR117W	STE24	P47154	453
YLR231C	BNA5	Q05979	453
YLR431C	ATG23	Q06671	453
YHR066W	SSF1	P38789	453
YJR078W	BNA2	P47125	453
YDR229W	IVY1	Q04934	453
YDR312W	SSF2	Q12153	453
YOR307C	SLY41	P22215	453
YDR125C	ECM18	Q04623	453
YHR177W	YHR177W	P38867	453
YPL175W	SPT14	P32363	452
YJL155C	FBP26	P32604	452
YBR182C	SMP1	P38128	452
YHL002W	HSE1	P38753	452
YGL194C	HOS2	P53096	452
YPL049C	DIG1	Q03063	452
YGL215W	CLG1	P35190	452
YBR166C	TYR1	P20049	452
YNL074C	MLF3	P32047	452
YOL069W	NUF2	P33895	451
YBR177C	EHT1	P38295	451
YER136W	GDI1	P39958	451
YML097C	VPS9	P54787	451
YPL151C	PRP46	Q12417	451
YMR220W	ERG8	P24521	451
YKL106W	AAT1	Q01802	451
YOR059C	LPL1	Q08448	450
YOR155C	ISN1	Q99312	450
YGL129C	RSM23	Q01163	450
YBR240C	THI2	P38141	450
YJL049W	YJL049W	P47048	450
YKL075C	YKL075C	P36083	450
YER020W	GPA2	P10823	449
YBR110W	ALG1	P16661	449
YKL046C	DCW1	P36091	449
YMR210W	MGL2	Q03649	449
YER043C	SAH1	P39954	449
YJR065C	ARP3	P47117	449
YBR243C	ALG7	P07286	448
YLR300W	EXG1	P23776	448
YGR223C	HSV2	P50079	448
YNL166C	BNI5	P53890	448
YKR003W	OSH6	Q02201	448
YER119C	AVT6	P40074	448
YFR005C	SAD1	P43589	448
YLR443W	ECM7	Q06200	448
YJR124C	YJR124C	P47159	448
YML085C	TUB1	P09733	447
YOL016C	CMK2	P22517	447
YOR025W	HST3	P53687	447
YKL027W	TCD2	P36101	447
YDR515W	SLF1	Q12034	447
YPL133C	RDS2	P19541	446
YFR014C	CMK1	P27466	446
YHR004C	NEM1	P38757	446
YPL053C	KTR6	P54070	446
YDL084W	SUB2	Q07478	446
YHR011W	DIA4	P38705	446
YNR050C	LYS9	P38999	446
YML124C	TUB3	P09734	445
YOR190W	SPR1	P32603	445
YBR279W	PAF1	P38351	445
YFL048C	EMP47	P43555	445
YGR110W	CLD1	P53264	445
YOR244W	ESA1	Q08649	445
YOR250C	CLP1	Q08685	445
YDL147W	RPN5	Q12250	445
YLR303W	MET17	P06106	444
YHR190W	ERG9	P29704	444
YJL060W	BNA3	P47039	444
YOR047C	STD1	Q02794	444
YDR165W	TRM82	Q03774	444
YDR055W	PST1	Q12355	444
YLR080W	EMP46	Q12396	444
YIL071C	PCI8	P40512	444
YMR268C	PRP24	P49960	444
YNL011C	YNL011C	P53980	444
YMR208W	ERG12	P07277	443
YKL090W	CUE2	P36075	443
YPR106W	ISR1	Q06098	443
YKR044W	UIP5	P36137	443
YER130C	YER130C	P39959	443
YPR085C	ASA1	Q06822	443
YER152C	YER152C	P10356	443
YMR243C	ZRC1	P20107	442
YCR079W	PTC6	P25646	442
YDR483W	KRE2	P27809	442
YFL001W	DEG1	P31115	442
YDR370C	DXO1	Q06349	442
YER061C	CEM1	P39525	442
YML038C	YMD8	Q03697	442
YDR329C	PEX3	P28795	441
YKL059C	MPE1	P35728	441
YMR062C	ARG7	Q04728	441
YBL046W	PSY4	P38193	441
YCL029C	BIK1	P11709	440
YHR111W	UBA4	P38820	440
YOL059W	GPD2	P41911	440
YDR449C	UTP6	Q02354	440
YDL216C	RRI1	Q12468	440
YDL044C	MTF2	P10849	440
YGL164C	YRB30	P53107	440
YDL131W	LYS21	Q12122	440
YDR261C-C	TY1A-DR4	O74302	440
YLR256W-A	TY1A-LR4	P0C2I8	440
YAR010C	TY1A-A	P0CX57	440
YPR137C-A	TY1A-PR1	P0CX58	440
YOR142W-A	TY1A-OR	P0CX59	440
YPR158W-A	TY1A-PR2	P0CX60	440
YDR316W-A	TY1A-DR5	P0CX65	440
YER159C-A	TY1A-ER2	P0CX66	440
YGR161C-C	TY1A-GR3	P0CX67	440
YLR035C-B	TY1A-LR1	P0CX68	440
YMR051C	TY1A-MR2	P0CX69	440
YDR365W-A	TY1A-DR6	P0CX70	440
YER137C-A	TY1A-ER1	P0CX71	440
YLR157C-A	TY1A-LR2	P0CX72	440
YPL257W-A	TY1A-PL	P0CX73	440
YJR026W	TY1A-JR1	P0CX74	440
YLR227W-A	TY1A-LR3	P0CX75	440
YML040W	TY1A-ML2	P0CX76	440
YJR028W	TY1A-JR2	P47099	440
YDR098C-A	TY1A-DR1	Q03856	440
YDR170W-A	TY1A-DR2	Q03964	440
YMR046C	TY1A-MR1	Q04215	440
YML045W-A	TY1A-ML1	Q04706	440
YGR027W-A	TY1A-GR1	Q12085	440
YBR012W-A	TY1A-BR	Q12217	440
YBL005W-A	TY1A-BL	Q12266	440
YNL284C-A	TY1A-NL1	Q12391	440
YDR210C-C	TY1A-DR3	Q12441	440
YNL054W-A	TY1A-NL2	Q12470	440
YGR038C-A	TY1A-GR2	Q12485	440
YPR158C-C	TY1A-PR3	Q6Q5H1	440
YOL103W-A	TY1A-OL	Q92392	440
YOR316C	COT1	P32798	439
YGR252W	GCN5	Q03330	439
YLR360W	VPS38	Q05919	439
YDR527W	RBA50	Q04418	439
YNL280C	ERG24	P32462	438
YLR085C	ARP6	Q12509	438
YLR410W-A	TY2A-LR1	P0C2J4	438
YLR424C-B	TY2A-LR2	P0C2J6	438
YFL002W-B	TY2A-F	P0CX61	438
YGR161W-A	TY2A-GR2	P0CX62	438
YCL020W	TY2A-C	P25383	438
YDR210W-A	TY2A-DR2	Q03483	438
YBL100W-A	TY2A-B	Q12260	438
YOR343W-A	TY2A-OR2	Q12293	438
YDR034C-C	TY2A-DR1	Q12392	438
YOR192C-A	TY2A-OR1	Q12439	438
YDR261W-A	TY2A-DR3	Q99303	438
YGR038C-E	TY2A-GR1	P0C2J2	438
YGR254W	ENO1	P00924	437
YHR174W	ENO2	P00925	437
YOR187W	TUF1	P02992	437
YBR143C	SUP45	P12385	437
YHR001W	OSH7	P38755	437
YDL007W	RPT2	P40327	437
YPR173C	VPS4	P52917	437
YOR259C	RPT4	P53549	437
YOR230W	WTM1	Q12363	437
YOR393W	ERR1	P0CX10	437
YPL281C	ERR2	P0CX11	437
YMR323W	ERR3	P42222	437
YDL133W	SRF1	Q12516	437
YLR203C	MSS51	P32335	436
YBR236C	ABD1	P32783	436
YPR163C	TIF3	P34167	436
YLL002W	RTT109	Q07794	436
YBR273C	UBX7	P38349	436
YMR240C	CUS1	Q02554	436
YIL135C	VHS2	P40463	436
YNR066C	YNR066C	P53752	436
YML051W	GAL80	P04387	435
YPR120C	CLB5	P30283	435
YLR113W	HOG1	P32485	435
YMR091C	NPL6	P32832	435
YHR118C	ORC6	P38826	435
YOR301W	RAX1	Q08760	435
YAR018C	KIN3	P22209	435
YOR110W	TFC7	Q12415	435
YPR148C	YPR148C	Q06523	435
YOR117W	RPT5	P33297	434
YOR237W	HES1	P35843	434
YPL145C	KES1	P35844	434
YKL082C	RRP14	P36080	434
YDR448W	ADA2	Q02336	434
YPL123C	RNY1	Q02933	434
YDL097C	RPN6	Q12377	434
YCL037C	SRO9	P25567	434
YNL128W	TEP1	P53916	434
YMR034C	RCH1	Q05131	434
YOR032C	HMS1	Q12398	434
YGR285C	ZUO1	P32527	433
YNL330C	RPD3	P32561	433
YKL161C	KDX1	P36005	433
YBR004C	GPI18	P38211	433
YNR052C	POP2	P39008	433
YNL220W	ADE12	P80210	433
YLR446W	NGK1	Q06204	433
YOL124C	TRM11	Q12463	433
YNL188W	KAR1	P11927	433
YGL134W	PCL10	P53124	433
YDR277C	MTH1	P35198	433
YIR004W	DJP1	P40564	432
YGR149W	GPC1	P48236	432
YOR197W	MCA1	Q08601	432
YHR176W	FMO1	P38866	432
YLR387C	REH1	Q06709	432
YOL097C	WRS1	Q12109	432
YMR085W	YMR085W	P0CF18	432
YFL026W	STE2	D6VTK4	431
YDL090C	RAM1	P22007	431
YHR169W	DBP8	P38719	431
YIL022W	TIM44	Q01852	431
YDL005C	MED2	Q12124	431
YIR012W	SQT1	P35184	431
YMR187C	YMR187C	Q03236	431
YMR173W	DDR48	P18899	430
YEL002C	WBP1	P33767	430
YBR095C	RXT2	P38255	430
YHR132C	ECM14	P38836	430
YDR192C	NUP42	P49686	430
YKL132C	RMA1	P36001	430
YDR263C	DIN7	Q12086	430
YDL001W	RMD1	Q03441	430
YOR264W	DSE3	Q08729	430
YPL168W	MRX4	Q12467	430
YER101C	AST2	P39945	430
YER003C	PMI40	P29952	429
YBR078W	ECM33	P38248	429
YOR209C	NPT1	P39683	429
YNR029C	ZNG1	P53729	429
YBL069W	AST1	P35183	429
YHR003C	TCD1	P38756	429
YPR186C	PZF1	P39933	429
YPR108W	RPN7	Q06103	429
YOR274W	MOD5	P07884	428
YDL066W	IDP1	P21954	428
YDR394W	RPT3	P33298	428
YER143W	DDI1	P40087	428
YGL196W	DSD1	P53095	428
YJL139C	YUR1	P26725	428
YDR300C	PRO1	P32264	428
YMR133W	REC114	P32841	428
YDL182W	LYS20	P48570	428
YLR049C	YLR049C	Q12110	428
YDL155W	CLB3	P24870	427
YCL011C	GBP2	P25555	427
YKL181W	PRS1	P32895	427
YKL172W	EBP2	P36049	427
YLL010C	PSR1	Q07800	427
YGR244C	LSC2	P53312	427
YMR113W	FOL3	Q12676	427
YBR287W	YBR287W	P38355	427
YGL169W	SUA5	P32579	426
YAR003W	SWD1	P39706	426
YLL006W	MMM1	P41800	426
YMR068W	AVO2	Q04749	426
YLR321C	SFH1	Q06168	426
YNL234W	YNL234W	P53857	426
YBR130C	SHE3	P38272	425
YNL207W	RIO2	P40160	425
YIL103W	DPH1	P40487	425
YNL136W	EAF7	P53911	425
YKR061W	KTR2	P33550	425
YGR156W	PTI1	P39927	425
YLR438W	CAR2	P07991	424
YGR202C	PCT1	P13259	424
YGR263C	SAY1	P53324	424
R0010W	FLP1	P03870	423
Q0110	BI2	P03873	423
YOR212W	STE4	P18851	423
YCL063W	VAC17	P25591	423
YBL058W	SHP1	P34223	423
YJL036W	SNX4	P47057	423
YJR084W	CSN12	P47130	423
YML080W	DUS1	P53759	423
YDR218C	SPR28	Q04921	423
YOL140W	ARG8	P18544	423
YOR266W	PNT1	P38969	423
YDR528W	HLR1	Q04429	423
YHR033W	YHR033W	P38690	423
YBR195C	MSI1	P13712	422
YDL150W	RPC53	P25441	422
YJL183W	MNN11	P46985	422
YNL253W	TEX1	P53851	422
YLR213C	CRR1	Q05790	422
YLR130C	ZRT2	Q12436	422
YBL091C	MAP2	P38174	421
YGL090W	LIF1	P53150	421
YDR255C	RMD5	Q12508	421
YJR136C	TTI2	P47168	421
YOL031C	SIL1	Q08199	421
YER178W	PDA1	P16387	420
YOL058W	ARG1	P22768	420
YER149C	PEA2	P40091	420
YNL309W	STB1	P42845	420
YNL066W	SUN4	P53616	420
YER059W	PCL6	P40038	420
YNL009W	IDP3	P53982	420
YMR204C	INP1	Q03694	420
YDL027C	MRX9	Q07349	420
YBR271W	EFM2	P38347	419
YLR027C	AAT2	P23542	418
YKL008C	LAC1	P28496	418
YOR245C	DGA1	Q08650	418
YBL055C	YBL055C	P34220	418
YKR051W	HFL1	P36142	418
YML083C	YML083C	Q04526	418
YKR048C	NAP1	P25293	417
YCL044C	MGR1	P25573	417
YIL160C	POT1	P27796	417
YMR021C	MAC1	P35192	417
YNL304W	YPT11	P48559	417
YGL223C	COG1	P53079	417
YGL004C	RPN14	P53196	417
YER027C	GAL83	Q04739	417
YLR423C	ATG17	Q06410	417
YDL033C	SLM3	Q12093	417
YAL061W	BDH2	P39713	417
YCR012W	PGK1	P00560	416
YIL033C	BCY1	P07278	416
YCL052C	PBN1	P25580	416
YHR115C	DMA1	P38823	416
YPL202C	AFT2	Q08957	416
YMR067C	UBX4	P54730	416
Q0060	AI3	P03877	415
YPL048W	CAM1	P29547	415
YJR076C	CDC11	P32458	415
YGL208W	SIP2	P34164	415
YOL082W	ATG19	P35193	415
YAL042W	ERV46	P39727	415
YNL248C	RPA49	Q01080	415
YDR222W	YDR222W	Q04925	415
YGR159C	NSR1	P27476	414
YNL323W	LEM3	P42838	414
YDR432W	NPL3	Q01560	414
YPL188W	POS5	Q06892	414
YKL021C	MAK11	P20484	414
YOR196C	LIP5	P32875	414
YDR282C	MRX10	Q05648	414
YJL114W	TY4A-J	P47023	414
YMR253C	YMR253C	Q04835	414
YDR317W	HIM1	Q06674	414
YGL143C	MRF1	P30775	413
YJL159W	HSP150	P32478	413
YPL060W	MFM1	Q02783	413
YBR233W	PBP2	P38151	413
YGL170C	SPO74	P45819	413
YAL034C	FUN19	P28003	413
YBR168W	PEX32	P38292	413
YHL009W-A	TY4A-H	Q6Q5P6	413
YMR147W	LDO45	P40218	412
YLR174W	IDP2	P41939	412
YDR465C	RMT2	Q03305	412
YOL083W	ATG34	Q12292	412
YOR201C	MRM1	P25270	412
YKL081W	TEF4	P36008	412
YOR051C	ETT1	Q08421	412
YLL057C	JLP1	Q12358	412
YOR303W	CPA1	P07258	411
YHL003C	LAG1	P38703	411
YML074C	FPR3	P38911	411
YDR331W	GPI8	P49018	411
YDR153C	ENT5	Q03769	411
YPR118W	MRI1	Q06489	411
YOR042W	CUE5	Q08412	411
YDL128W	VCX1	Q99385	411
YGR210C	YGR210C	P42942	411
YGR193C	PDX1	P16451	410
YBR036C	CSG2	P35206	410
YGR142W	BTN2	P53286	410
YPR133C	SPN1	Q06505	410
YIR008C	PRI1	P10363	409
YDR423C	CAD1	P24813	409
YNL064C	YDJ1	P25491	409
YJL134W	LCB3	P47013	409
YNL152W	INN1	P53901	409
YDR289C	RTT103	Q05543	409
YJL046W	AIM22	P47051	409
YOR134W	BAG7	Q12128	409
YJR125C	ENT3	P47160	408
YLR380W	CSR1	Q06705	408
YER044C-A	MEI4	P29467	408
YJL059W	YHC3	P47040	408
YOL022C	TSR4	P25040	408
YMR235C	RNA1	P11745	407
YHR107C	CDC12	P32468	407
YDL104C	QRI7	P43122	407
YNL078W	NIS1	P53939	407
YIL119C	RPI1	P23250	407
YNL181W	PBR1	P53878	407
YKL219W	COS9	P36034	407
YLR225C	YLR225C	Q05948	407
YDR076W	RAD55	P38953	406
YPR124W	CTR1	P49573	406
YGR179C	OKP1	P53298	406
YOL054W	PSH1	Q12161	406
YKR092C	SRP40	P32583	406
YNL165W	YNL165W	P53891	406
YPL154C	PEP4	P07267	405
YKL149C	DBR1	P24309	405
YAL013W	DEP1	P31385	405
YPR041W	TIF5	P38431	405
YGL048C	RPT6	Q01939	405
YMR010W	ANY1	Q03687	405
YCL028W	RNQ1	P25367	405
YHL014C	YLF2	P38746	405
YHL020C	OPI1	P21957	404
YBR205W	KTR3	P38130	404
YGR169C	PUS6	P53294	404
YPR201W	ARR3	Q06598	404
YKR053C	YSR3	P23501	404
YER145C	FTR1	P40088	404
YLR107W	REX3	Q12090	404
YJR149W	YJR149W	P47177	404
YNR021W	YNR021W	P53723	404
YBR063C	YBR063C	P38083	404
YKL195W	MIA40	P36046	403
YNL051W	COG5	P53951	403
YJR013W	GPI14	P47088	403
YNL292W	PUS4	P48567	403
YML048W	GSF2	Q04697	403
	truncated	E9PAE3	403
YAR073W	IMD1	P39567	403
YNL175C	NOP13	P53883	403
YER154W	OXA1	P39952	402
YDL105W	NSE4	P43124	402
YKL162C	YKL162C	P36052	402
YJL193W	YJL193W	P39542	402
YGR122W	YGR122W	P53272	402
YKL004W	AUR1	P36107	401
YEL056W	HAT2	P39984	401
YOR368W	RAD17	P48581	401
YLR328W	NMA1	Q06178	401
YPR023C	EAF3	Q12432	401
YBL013W	FMT1	P32785	401
YNL254C	RTC4	P53850	401
YER095W	RAD51	P25454	400
YPL171C	OYE3	P41816	400
YGR005C	TFG2	P41896	400
YHR179W	OYE2	Q03558	400
YHR075C	PPE1	P38796	400
YDR019C	GCV1	P48015	400
YGL243W	TAD1	P53065	400
YNL092W	YNL092W	P53934	400
YGR111W	YGR111W	P53265	400
YJL026W	RNR2	P09938	399
YAL015C	NTG1	P31378	399
YGR234W	YHB1	P39676	399
YMR026C	PEX12	Q04370	399
YDR021W	FAL1	Q12099	399
YKL189W	HYM1	P32464	399
YKL166C	TPK3	P05986	398
YHL022C	SPO11	P23179	398
YEL037C	RAD23	P32628	398
YPL028W	ERG10	P41338	398
YLR312C	ATG39	Q06159	398
Q0140	VAR1	P02381	398
YJL164C	TPK1	P06244	397
YGL025C	PGD1	P40356	397
YGL213C	SKI8	Q02793	397
YMR017W	SPO20	Q04359	397
YOL018C	TLG2	Q08144	397
YBR042C	CST26	P38226	397
YHR201C	PPX1	P38698	397
YLR019W	PSR2	Q07949	397
YOL136C	PFK27	Q12471	397
YOL052C	SPE2	P21182	396
YNR043W	MVD1	P32377	396
YGL181W	GTS1	P40956	396
YJR075W	HOC1	P47124	396
YJL171C	TOH1	P46992	396
YDR018C	YDR018C	Q12185	396
YJL048C	UBX6	P47049	396
YNL042W	BOP3	P53958	396
YPL113C	YPL113C	Q02961	396
YLR355C	ILV5	P06168	395
YKR059W	TIF1; TIF2	P10081	395
YOR184W	SER1	P33330	395
YPL050C	MNN9	P39107	395
YGR010W	NMA2	P53204	395
YLR226W	BUR2	Q05949	395
YOR057W	SGT1	Q08446	395
YDR005C	MAF1	P41910	395
YLR453C	RIF2	Q06208	395
YOL053W	AIM39	Q08223	395
YCR035C	RRP43	P25359	394
YAL012W	CYS3	P31373	394
YGR185C	TYS1	P36421	394
YER028C	MIG3	P39943	394
YIL042C	PKP1	P40530	394
YBR025C	OLA1	P38219	394
YLR459W	GAB1	P41733	394
YPL112C	PEX25	Q02969	394
YLR099C	ICT1	Q12385	394
YHL004W	MRP4	P32902	394
YJR080C	AIM24	P47127	394
YGR187C	HGH1	P48362	394
YMR173W-A	YMR173W-A	A0A023PXQ4	394
YOR176W	HEM15	P16622	393
YNL130C	CPT1	P17898	393
YOR099W	KTR1	P27810	393
YPR025C	CCL1	P37366	393
YBR267W	REI1	P38344	393
YHR208W	BAT1	P38891	393
YIL153W	RRD1	P40454	393
YJR032W	CPR7	P47103	393
YDR245W	MNN10	P50108	393
YNR048W	YNR048W	P53740	393
YDR427W	RPN9	Q04062	393
YLR418C	CDC73	Q06697	393
YDL204W	RTN2	Q12443	393
YEL050C	RML2	P32611	393
YGR012W	MCY1	P53206	393
YIL136W	OM45	P16547	393
YBR125C	PTC4	P38089	393
YML018C	YML018C	Q03730	393
YKL080W	VMA5	P31412	392
YML062C	MFT1	P33441	392
YKL077W	PSG1	P36081	392
YDR083W	RRP8	P38961	392
YLR449W	FPR4	Q06205	392
YFL066C	YFL066C	P43538	392
YLR082C	SRL2	Q12020	392
YHR123W	EPT1	P22140	391
YCR094W	CDC50	P25656	391
YDL029W	ARP2	P32381	391
YDL022W	GPD1	Q00055	391
YPL230W	USV1	Q12132	391
YER048C	CAJ1	P39101	391
YMR024W	MRPL3	P36516	390
YDL237W	AIM6	Q07716	390
YGR112W	SHY1	P53266	389
YMR305C	SCW10	Q04951	389
YDR197W	CBS2	P14905	389
YNL035C	YNL035C	P53962	389
YPR054W	SMK1	P41808	388
YMR005W	TAF4	P50105	388
YOR063W	RPL3	P14126	387
YMR203W	TOM40	P23644	387
YEL046C	GLY1	P37303	387
YBR246W	RRT2	P38332	387
YGR072W	UPF3	P48412	387
YGL246C	RAI1	P53063	387
YGL075C	MPS2	P53159	387
YLR244C	MAP1	Q01662	387
YDR161W	ACL4	Q03771	387
YHR068W	DYS1	P38791	387
YOR084W	LPX1	Q12405	387
YJL107C	YJL107C	P42947	387
YDL168W	SFA1	P32771	386
YNL001W	DOM34	P33309	386
YKR038C	KAE1	P36132	386
YGR279C	SCW4	P53334	386
YLR191W	PEX13	P80667	386
Q0105	COB	P00163	385
YCL008C	STP22	P25604	385
YBR155W	CNS1	P33313	385
YML027W	YOX1	P34161	385
YFL030W	AGX1	P43567	385
YJR072C	NPA3	P47122	385
YGR046W	TAM41	P53230	385
YDR532C	KRE28	Q04431	385
YPL255W	BBP1	Q12365	385
YLL022C	HIF1	Q12373	385
YIL116W	HIS5	P07172	385
YHR017W	YSC83	P32792	385
YDR502C	SAM2	P19358	384
YBR234C	ARC40	P38328	384
YHR129C	ARP1	P38696	384
YGL067W	NPY1	P53164	384
YNR015W	SMM1	P53720	384
YMR272C	SCS7	Q03529	384
YOL065C	INP54	Q08227	384
YML008C	ERG6	P25087	383
YDR498C	SEC20	P28791	383
YJL125C	GCD14	P46959	383
YDR309C	GIC2	Q06648	383
YOL044W	PEX15	Q08215	383
YDR259C	YAP6	Q03935	383
YJR161C	COS5	P47187	383
YDL248W	COS7	Q07788	383
YJL108C	PRM10	P42946	383
YGL256W	ADH4	P10127	382
YLR180W	SAM1	P10659	382
YOL116W	MSN1	P22148	382
YKL113C	RAD27	P26793	382
YPL057C	SUR1	P33300	382
YAL060W	BDH1	P39714	382
YGL209W	MIG2	P53035	382
YDR088C	SLU7	Q02775	382
YOR049C	RSB1	Q08417	382
YJL147C	MRX5	P47007	382
YLL039C	UBI4	P0CG63	381
YLR291C	GCD7	P32502	381
YBL032W	HEK2	P38199	381
YPR140W	TAZ1	Q06510	381
YDR321W	ASP1	P38986	381
YPR079W	MRL1	Q06815	381
YGL082W	YGL082W	P53155	381
YPL193W	RSA1	Q08932	381
YHL048W	COS8	P38723	381
YGR295C	COS6	P53344	381
YNL336W	COS1	P53822	381
YPL014W	CIP1	Q02606	381
YPL203W	TPK2	P06245	380
YGR109C	CLB6	P32943	380
YBR026C	ETR1	P38071	380
YJL137C	GLG2	P47011	380
